D_loss,G_loss
1.3717189831520193,0.8071624503206851
1.2885684575607528,0.9058416245588615
1.2391529207798972,0.9257257189323653
1.1999736668458625,0.9643649681290584
1.1595089061936337,0.9885970256221828
1.1130524473403818,1.0189868532009978
1.0777341465451824,1.045162654634732
1.030672335802619,1.0862561197423224
0.9878882863628331,1.1355262033974947
0.9392999855440054,1.1679531460377708
0.9075763447960811,1.2170381973038857
0.8778627666074839,1.2580548809535468
0.8326908207651395,1.2822479578986097
0.806123847392068,1.3314110165211692
0.7778300963230987,1.3552907491797832
0.7507743915515159,1.3789885613455701
0.7029355880039841,1.4257894505315751
0.6746164987336344,1.4538288347756685
0.6520392396556798,1.5193423762250302
0.6216939064993787,1.5412455423554379
