,model,split,f2_score,n_estimators,max_samples,contamination
0,n_estimators_200_max_samples_1.0_contamination_0.1/,0,0.8333333333333334,200,1.0,0.1
1,n_estimators_200_max_samples_1.0_contamination_0.1/,1,0.851602023608769,200,1.0,0.1
2,n_estimators_200_max_samples_1.0_contamination_0.1/,2,0.8333333333333334,200,1.0,0.1
3,n_estimators_200_max_samples_1.0_contamination_0.1/,3,0.8624898291293734,200,1.0,0.1
4,n_estimators_200_max_samples_1.0_contamination_0.1/,4,0.8333333333333334,200,1.0,0.1
