D_loss,G_loss
1.3701676219256955,0.8664721561901605
1.287838620926017,0.9053171632894829
1.2424069411719023,0.9378885413283733
1.205186697974134,0.9537523726918804
1.158100530282775,0.9858894205805081
1.1123664646006342,1.0223854744612282
1.07855778131912,1.0512034572772126
1.0380069684626452,1.082733154296875
0.9899144421762495,1.1263215203783405
0.9702163881330348,1.1526030230878004
0.9423673286366818,1.1835304213993585
0.8930048586717293,1.2184107339204246
0.8666500813925444,1.2526024491039676
0.8386939292523399,1.3005560672105247
0.774776669580545,1.339441123293407
0.7333981350286684,1.4048380246802943
0.7212482041387416,1.4176769825949598
0.7120770393912472,1.4419334059330955
0.6703806821979693,1.4909165866339384
0.6474661942738206,1.5462260139522268
