,model,split,f2_score,hidden_size,num_layers,bidirectional,dropout,lr,batch_size,num_epochs
160,hidden_size_32_num_layers_3_bidirectional_True_dropout_0.1_lr_0.001_batch_size_32_num_epochs_10/,0,0.8339828526890102,32,3,True,0.1,0.001,32,10
161,hidden_size_32_num_layers_3_bidirectional_True_dropout_0.1_lr_0.001_batch_size_32_num_epochs_10/,1,0.8326817826426895,32,3,True,0.1,0.001,32,10
162,hidden_size_32_num_layers_3_bidirectional_True_dropout_0.1_lr_0.001_batch_size_32_num_epochs_10/,2,0.8326817826426895,32,3,True,0.1,0.001,32,10
163,hidden_size_32_num_layers_3_bidirectional_True_dropout_0.1_lr_0.001_batch_size_32_num_epochs_10/,3,0.8326817826426895,32,3,True,0.1,0.001,32,10
164,hidden_size_32_num_layers_3_bidirectional_True_dropout_0.1_lr_0.001_batch_size_32_num_epochs_10/,4,0.8339828526890102,32,3,True,0.1,0.001,32,10
165,hidden_size_32_num_layers_3_bidirectional_True_dropout_0.1_lr_0.001_batch_size_32_num_epochs_20/,0,0.8339828526890102,32,3,True,0.1,0.001,32,20
166,hidden_size_32_num_layers_3_bidirectional_True_dropout_0.1_lr_0.001_batch_size_32_num_epochs_20/,1,0.8326817826426895,32,3,True,0.1,0.001,32,20
167,hidden_size_32_num_layers_3_bidirectional_True_dropout_0.1_lr_0.001_batch_size_32_num_epochs_20/,2,0.8326817826426895,32,3,True,0.1,0.001,32,20
168,hidden_size_32_num_layers_3_bidirectional_True_dropout_0.1_lr_0.001_batch_size_32_num_epochs_20/,3,0.8326817826426895,32,3,True,0.1,0.001,32,20
169,hidden_size_32_num_layers_3_bidirectional_True_dropout_0.1_lr_0.001_batch_size_32_num_epochs_20/,4,0.8359375,32,3,True,0.1,0.001,32,20
170,hidden_size_32_num_layers_3_bidirectional_True_dropout_0.1_lr_0.01_batch_size_32_num_epochs_10/,0,0.8339828526890102,32,3,True,0.1,0.01,32,10
171,hidden_size_32_num_layers_3_bidirectional_True_dropout_0.1_lr_0.01_batch_size_32_num_epochs_10/,1,0.8326817826426895,32,3,True,0.1,0.01,32,10
172,hidden_size_32_num_layers_3_bidirectional_True_dropout_0.1_lr_0.01_batch_size_32_num_epochs_10/,2,0.8326817826426895,32,3,True,0.1,0.01,32,10
173,hidden_size_32_num_layers_3_bidirectional_True_dropout_0.1_lr_0.01_batch_size_32_num_epochs_10/,3,0.8326817826426895,32,3,True,0.1,0.01,32,10
174,hidden_size_32_num_layers_3_bidirectional_True_dropout_0.1_lr_0.01_batch_size_32_num_epochs_10/,4,0.8339828526890102,32,3,True,0.1,0.01,32,10
175,hidden_size_32_num_layers_3_bidirectional_True_dropout_0.1_lr_0.01_batch_size_32_num_epochs_20/,0,0.8339828526890102,32,3,True,0.1,0.01,32,20
176,hidden_size_32_num_layers_3_bidirectional_True_dropout_0.1_lr_0.01_batch_size_32_num_epochs_20/,1,0.8326817826426895,32,3,True,0.1,0.01,32,20
177,hidden_size_32_num_layers_3_bidirectional_True_dropout_0.1_lr_0.01_batch_size_32_num_epochs_20/,2,0.8326817826426895,32,3,True,0.1,0.01,32,20
178,hidden_size_32_num_layers_3_bidirectional_True_dropout_0.1_lr_0.01_batch_size_32_num_epochs_20/,3,0.8326817826426895,32,3,True,0.1,0.01,32,20
179,hidden_size_32_num_layers_3_bidirectional_True_dropout_0.1_lr_0.01_batch_size_32_num_epochs_20/,4,0.8339828526890102,32,3,True,0.1,0.01,32,20
180,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.0_lr_0.0001_batch_size_32_num_epochs_10/,0,0.8339828526890102,32,3,False,0.0,0.0001,32,10
181,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.0_lr_0.0001_batch_size_32_num_epochs_10/,1,0.8326817826426895,32,3,False,0.0,0.0001,32,10
182,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.0_lr_0.0001_batch_size_32_num_epochs_10/,2,0.8326817826426895,32,3,False,0.0,0.0001,32,10
183,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.0_lr_0.0001_batch_size_32_num_epochs_10/,3,0.8326817826426895,32,3,False,0.0,0.0001,32,10
184,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.0_lr_0.0001_batch_size_32_num_epochs_10/,4,0.8339828526890102,32,3,False,0.0,0.0001,32,10
185,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.0_lr_0.0001_batch_size_32_num_epochs_20/,0,0.8339828526890102,32,3,False,0.0,0.0001,32,20
186,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.0_lr_0.0001_batch_size_32_num_epochs_20/,1,0.8326817826426895,32,3,False,0.0,0.0001,32,20
187,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.0_lr_0.0001_batch_size_32_num_epochs_20/,2,0.8326817826426895,32,3,False,0.0,0.0001,32,20
188,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.0_lr_0.0001_batch_size_32_num_epochs_20/,3,0.8326817826426895,32,3,False,0.0,0.0001,32,20
189,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.0_lr_0.0001_batch_size_32_num_epochs_20/,4,0.8339828526890102,32,3,False,0.0,0.0001,32,20
190,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.0_lr_0.001_batch_size_32_num_epochs_10/,0,0.8339828526890102,32,3,False,0.0,0.001,32,10
191,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.0_lr_0.001_batch_size_32_num_epochs_10/,1,0.8326817826426895,32,3,False,0.0,0.001,32,10
192,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.0_lr_0.001_batch_size_32_num_epochs_10/,2,0.8326817826426895,32,3,False,0.0,0.001,32,10
193,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.0_lr_0.001_batch_size_32_num_epochs_10/,3,0.8326817826426895,32,3,False,0.0,0.001,32,10
194,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.0_lr_0.001_batch_size_32_num_epochs_10/,4,0.8339828526890102,32,3,False,0.0,0.001,32,10
195,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.0_lr_0.001_batch_size_32_num_epochs_20/,0,0.8339828526890102,32,3,False,0.0,0.001,32,20
196,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.0_lr_0.001_batch_size_32_num_epochs_20/,1,0.8326817826426895,32,3,False,0.0,0.001,32,20
197,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.0_lr_0.001_batch_size_32_num_epochs_20/,2,0.8326817826426895,32,3,False,0.0,0.001,32,20
198,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.0_lr_0.001_batch_size_32_num_epochs_20/,3,0.8326817826426895,32,3,False,0.0,0.001,32,20
199,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.0_lr_0.001_batch_size_32_num_epochs_20/,4,0.8339828526890102,32,3,False,0.0,0.001,32,20
200,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.0_lr_0.01_batch_size_32_num_epochs_10/,0,0.8339828526890102,32,3,False,0.0,0.01,32,10
201,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.0_lr_0.01_batch_size_32_num_epochs_10/,1,0.8326817826426895,32,3,False,0.0,0.01,32,10
202,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.0_lr_0.01_batch_size_32_num_epochs_10/,2,0.8326817826426895,32,3,False,0.0,0.01,32,10
203,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.0_lr_0.01_batch_size_32_num_epochs_10/,3,0.8326817826426895,32,3,False,0.0,0.01,32,10
204,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.0_lr_0.01_batch_size_32_num_epochs_10/,4,0.8339828526890102,32,3,False,0.0,0.01,32,10
205,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.0_lr_0.01_batch_size_32_num_epochs_20/,0,0.8339828526890102,32,3,False,0.0,0.01,32,20
206,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.0_lr_0.01_batch_size_32_num_epochs_20/,1,0.8326817826426895,32,3,False,0.0,0.01,32,20
207,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.0_lr_0.01_batch_size_32_num_epochs_20/,2,0.8326817826426895,32,3,False,0.0,0.01,32,20
208,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.0_lr_0.01_batch_size_32_num_epochs_20/,3,0.8326817826426895,32,3,False,0.0,0.01,32,20
209,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.0_lr_0.01_batch_size_32_num_epochs_20/,4,0.8339828526890102,32,3,False,0.0,0.01,32,20
210,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.1_lr_0.0001_batch_size_32_num_epochs_10/,0,0.8339828526890102,32,3,False,0.1,0.0001,32,10
211,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.1_lr_0.0001_batch_size_32_num_epochs_10/,1,0.8326817826426895,32,3,False,0.1,0.0001,32,10
212,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.1_lr_0.0001_batch_size_32_num_epochs_10/,2,0.8326817826426895,32,3,False,0.1,0.0001,32,10
213,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.1_lr_0.0001_batch_size_32_num_epochs_10/,3,0.8326817826426895,32,3,False,0.1,0.0001,32,10
214,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.1_lr_0.0001_batch_size_32_num_epochs_10/,4,0.8339828526890102,32,3,False,0.1,0.0001,32,10
215,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.1_lr_0.0001_batch_size_32_num_epochs_20/,0,0.8339828526890102,32,3,False,0.1,0.0001,32,20
216,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.1_lr_0.0001_batch_size_32_num_epochs_20/,1,0.8326817826426895,32,3,False,0.1,0.0001,32,20
217,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.1_lr_0.0001_batch_size_32_num_epochs_20/,2,0.8326817826426895,32,3,False,0.1,0.0001,32,20
218,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.1_lr_0.0001_batch_size_32_num_epochs_20/,3,0.8326817826426895,32,3,False,0.1,0.0001,32,20
219,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.1_lr_0.0001_batch_size_32_num_epochs_20/,4,0.8339828526890102,32,3,False,0.1,0.0001,32,20
220,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.1_lr_0.001_batch_size_32_num_epochs_10/,0,0.8339828526890102,32,3,False,0.1,0.001,32,10
221,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.1_lr_0.001_batch_size_32_num_epochs_10/,1,0.8326817826426895,32,3,False,0.1,0.001,32,10
222,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.1_lr_0.001_batch_size_32_num_epochs_10/,2,0.8326817826426895,32,3,False,0.1,0.001,32,10
223,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.1_lr_0.001_batch_size_32_num_epochs_10/,3,0.8326817826426895,32,3,False,0.1,0.001,32,10
224,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.1_lr_0.001_batch_size_32_num_epochs_10/,4,0.8339828526890102,32,3,False,0.1,0.001,32,10
225,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.1_lr_0.001_batch_size_32_num_epochs_20/,0,0.8339828526890102,32,3,False,0.1,0.001,32,20
226,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.1_lr_0.001_batch_size_32_num_epochs_20/,1,0.8326817826426895,32,3,False,0.1,0.001,32,20
227,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.1_lr_0.001_batch_size_32_num_epochs_20/,2,0.8326817826426895,32,3,False,0.1,0.001,32,20
228,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.1_lr_0.001_batch_size_32_num_epochs_20/,3,0.8326817826426895,32,3,False,0.1,0.001,32,20
229,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.1_lr_0.001_batch_size_32_num_epochs_20/,4,0.8339828526890102,32,3,False,0.1,0.001,32,20
230,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.1_lr_0.01_batch_size_32_num_epochs_10/,0,0.8339828526890102,32,3,False,0.1,0.01,32,10
231,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.1_lr_0.01_batch_size_32_num_epochs_10/,1,0.8326817826426895,32,3,False,0.1,0.01,32,10
232,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.1_lr_0.01_batch_size_32_num_epochs_10/,2,0.8326817826426895,32,3,False,0.1,0.01,32,10
233,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.1_lr_0.01_batch_size_32_num_epochs_10/,3,0.8326817826426895,32,3,False,0.1,0.01,32,10
234,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.1_lr_0.01_batch_size_32_num_epochs_10/,4,0.8339828526890102,32,3,False,0.1,0.01,32,10
235,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.1_lr_0.01_batch_size_32_num_epochs_20/,0,0.8339828526890102,32,3,False,0.1,0.01,32,20
236,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.1_lr_0.01_batch_size_32_num_epochs_20/,1,0.8326817826426895,32,3,False,0.1,0.01,32,20
237,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.1_lr_0.01_batch_size_32_num_epochs_20/,2,0.8326817826426895,32,3,False,0.1,0.01,32,20
238,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.1_lr_0.01_batch_size_32_num_epochs_20/,3,0.8326817826426895,32,3,False,0.1,0.01,32,20
239,hidden_size_32_num_layers_3_bidirectional_False_dropout_0.1_lr_0.01_batch_size_32_num_epochs_20/,4,0.8339828526890102,32,3,False,0.1,0.01,32,20
240,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.0_lr_0.0001_batch_size_32_num_epochs_10/,0,0.8366064414768264,64,2,True,0.0,0.0001,32,10
241,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.0_lr_0.0001_batch_size_32_num_epochs_10/,1,0.8326817826426895,64,2,True,0.0,0.0001,32,10
242,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.0_lr_0.0001_batch_size_32_num_epochs_10/,2,0.8326817826426895,64,2,True,0.0,0.0001,32,10
243,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.0_lr_0.0001_batch_size_32_num_epochs_10/,3,0.8326817826426895,64,2,True,0.0,0.0001,32,10
244,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.0_lr_0.0001_batch_size_32_num_epochs_10/,4,0.8339828526890102,64,2,True,0.0,0.0001,32,10
245,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.0_lr_0.0001_batch_size_32_num_epochs_20/,0,0.8339828526890102,64,2,True,0.0,0.0001,32,20
246,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.0_lr_0.0001_batch_size_32_num_epochs_20/,1,0.8326817826426895,64,2,True,0.0,0.0001,32,20
247,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.0_lr_0.0001_batch_size_32_num_epochs_20/,2,0.8385826771653543,64,2,True,0.0,0.0001,32,20
248,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.0_lr_0.0001_batch_size_32_num_epochs_20/,3,0.8326817826426895,64,2,True,0.0,0.0001,32,20
249,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.0_lr_0.0001_batch_size_32_num_epochs_20/,4,0.8339828526890102,64,2,True,0.0,0.0001,32,20
250,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.0_lr_0.001_batch_size_32_num_epochs_10/,0,0.8359375,64,2,True,0.0,0.001,32,10
251,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.0_lr_0.001_batch_size_32_num_epochs_10/,1,0.8326817826426895,64,2,True,0.0,0.001,32,10
252,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.0_lr_0.001_batch_size_32_num_epochs_10/,2,0.8326817826426895,64,2,True,0.0,0.001,32,10
253,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.0_lr_0.001_batch_size_32_num_epochs_10/,3,0.8326817826426895,64,2,True,0.0,0.001,32,10
254,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.0_lr_0.001_batch_size_32_num_epochs_10/,4,0.8339828526890102,64,2,True,0.0,0.001,32,10
255,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.0_lr_0.001_batch_size_32_num_epochs_20/,0,0.8339828526890102,64,2,True,0.0,0.001,32,20
256,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.0_lr_0.001_batch_size_32_num_epochs_20/,1,0.8346394984326019,64,2,True,0.0,0.001,32,20
257,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.0_lr_0.001_batch_size_32_num_epochs_20/,2,0.8326817826426895,64,2,True,0.0,0.001,32,20
258,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.0_lr_0.001_batch_size_32_num_epochs_20/,3,0.8326817826426895,64,2,True,0.0,0.001,32,20
259,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.0_lr_0.001_batch_size_32_num_epochs_20/,4,0.8339828526890102,64,2,True,0.0,0.001,32,20
260,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.0_lr_0.01_batch_size_32_num_epochs_10/,0,0.8339828526890102,64,2,True,0.0,0.01,32,10
261,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.0_lr_0.01_batch_size_32_num_epochs_10/,1,0.8326817826426895,64,2,True,0.0,0.01,32,10
262,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.0_lr_0.01_batch_size_32_num_epochs_10/,2,0.8326817826426895,64,2,True,0.0,0.01,32,10
263,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.0_lr_0.01_batch_size_32_num_epochs_10/,3,0.8326817826426895,64,2,True,0.0,0.01,32,10
264,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.0_lr_0.01_batch_size_32_num_epochs_10/,4,0.8339828526890102,64,2,True,0.0,0.01,32,10
265,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.0_lr_0.01_batch_size_32_num_epochs_20/,0,0.8339828526890102,64,2,True,0.0,0.01,32,20
266,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.0_lr_0.01_batch_size_32_num_epochs_20/,1,0.8326817826426895,64,2,True,0.0,0.01,32,20
267,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.0_lr_0.01_batch_size_32_num_epochs_20/,2,0.8326817826426895,64,2,True,0.0,0.01,32,20
268,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.0_lr_0.01_batch_size_32_num_epochs_20/,3,0.8379228953579858,64,2,True,0.0,0.01,32,20
269,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.0_lr_0.01_batch_size_32_num_epochs_20/,4,0.8339828526890102,64,2,True,0.0,0.01,32,20
270,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.1_lr_0.0001_batch_size_32_num_epochs_10/,0,0.8339828526890102,64,2,True,0.1,0.0001,32,10
271,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.1_lr_0.0001_batch_size_32_num_epochs_10/,1,0.8326817826426895,64,2,True,0.1,0.0001,32,10
272,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.1_lr_0.0001_batch_size_32_num_epochs_10/,2,0.8326817826426895,64,2,True,0.1,0.0001,32,10
273,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.1_lr_0.0001_batch_size_32_num_epochs_10/,3,0.8366219415943172,64,2,True,0.1,0.0001,32,10
274,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.1_lr_0.0001_batch_size_32_num_epochs_10/,4,0.8339828526890102,64,2,True,0.1,0.0001,32,10
275,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.1_lr_0.0001_batch_size_32_num_epochs_20/,0,0.8339828526890102,64,2,True,0.1,0.0001,32,20
276,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.1_lr_0.0001_batch_size_32_num_epochs_20/,1,0.8326817826426895,64,2,True,0.1,0.0001,32,20
277,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.1_lr_0.0001_batch_size_32_num_epochs_20/,2,0.8326817826426895,64,2,True,0.1,0.0001,32,20
278,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.1_lr_0.0001_batch_size_32_num_epochs_20/,3,0.8326817826426895,64,2,True,0.1,0.0001,32,20
279,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.1_lr_0.0001_batch_size_32_num_epochs_20/,4,0.8426966292134831,64,2,True,0.1,0.0001,32,20
280,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.1_lr_0.001_batch_size_32_num_epochs_10/,0,0.8346394984326019,64,2,True,0.1,0.001,32,10
281,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.1_lr_0.001_batch_size_32_num_epochs_10/,1,0.8326817826426895,64,2,True,0.1,0.001,32,10
282,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.1_lr_0.001_batch_size_32_num_epochs_10/,2,0.8326817826426895,64,2,True,0.1,0.001,32,10
283,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.1_lr_0.001_batch_size_32_num_epochs_10/,3,0.8326817826426895,64,2,True,0.1,0.001,32,10
284,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.1_lr_0.001_batch_size_32_num_epochs_10/,4,0.8339828526890102,64,2,True,0.1,0.001,32,10
285,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.1_lr_0.001_batch_size_32_num_epochs_20/,0,0.8418568056648308,64,2,True,0.1,0.001,32,20
286,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.1_lr_0.001_batch_size_32_num_epochs_20/,1,0.8326817826426895,64,2,True,0.1,0.001,32,20
287,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.1_lr_0.001_batch_size_32_num_epochs_20/,2,0.8326817826426895,64,2,True,0.1,0.001,32,20
288,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.1_lr_0.001_batch_size_32_num_epochs_20/,3,0.8326817826426895,64,2,True,0.1,0.001,32,20
289,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.1_lr_0.001_batch_size_32_num_epochs_20/,4,0.8339828526890102,64,2,True,0.1,0.001,32,20
290,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.1_lr_0.01_batch_size_32_num_epochs_10/,0,0.8352941176470589,64,2,True,0.1,0.01,32,10
291,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.1_lr_0.01_batch_size_32_num_epochs_10/,1,0.8326817826426895,64,2,True,0.1,0.01,32,10
292,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.1_lr_0.01_batch_size_32_num_epochs_10/,2,0.8326817826426895,64,2,True,0.1,0.01,32,10
293,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.1_lr_0.01_batch_size_32_num_epochs_10/,3,0.8326817826426895,64,2,True,0.1,0.01,32,10
294,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.1_lr_0.01_batch_size_32_num_epochs_10/,4,0.8339828526890102,64,2,True,0.1,0.01,32,10
295,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.1_lr_0.01_batch_size_32_num_epochs_20/,0,0.8339828526890102,64,2,True,0.1,0.01,32,20
296,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.1_lr_0.01_batch_size_32_num_epochs_20/,1,0.8326817826426895,64,2,True,0.1,0.01,32,20
297,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.1_lr_0.01_batch_size_32_num_epochs_20/,2,0.8326817826426895,64,2,True,0.1,0.01,32,20
298,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.1_lr_0.01_batch_size_32_num_epochs_20/,3,0.8326817826426895,64,2,True,0.1,0.01,32,20
299,hidden_size_64_num_layers_2_bidirectional_True_dropout_0.1_lr_0.01_batch_size_32_num_epochs_20/,4,0.8339828526890102,64,2,True,0.1,0.01,32,20
300,hidden_size_64_num_layers_2_bidirectional_False_dropout_0.0_lr_0.0001_batch_size_32_num_epochs_10/,0,0.8339828526890102,64,2,False,0.0,0.0001,32,10
301,hidden_size_64_num_layers_2_bidirectional_False_dropout_0.0_lr_0.0001_batch_size_32_num_epochs_10/,1,0.8326817826426895,64,2,False,0.0,0.0001,32,10
302,hidden_size_64_num_layers_2_bidirectional_False_dropout_0.0_lr_0.0001_batch_size_32_num_epochs_10/,2,0.8326817826426895,64,2,False,0.0,0.0001,32,10
303,hidden_size_64_num_layers_2_bidirectional_False_dropout_0.0_lr_0.0001_batch_size_32_num_epochs_10/,3,0.8326817826426895,64,2,False,0.0,0.0001,32,10
304,hidden_size_64_num_layers_2_bidirectional_False_dropout_0.0_lr_0.0001_batch_size_32_num_epochs_10/,4,0.8339828526890102,64,2,False,0.0,0.0001,32,10
305,hidden_size_64_num_layers_2_bidirectional_False_dropout_0.0_lr_0.0001_batch_size_32_num_epochs_20/,0,0.8339828526890102,64,2,False,0.0,0.0001,32,20
306,hidden_size_64_num_layers_2_bidirectional_False_dropout_0.0_lr_0.0001_batch_size_32_num_epochs_20/,1,0.8326817826426895,64,2,False,0.0,0.0001,32,20
307,hidden_size_64_num_layers_2_bidirectional_False_dropout_0.0_lr_0.0001_batch_size_32_num_epochs_20/,2,0.8326817826426895,64,2,False,0.0,0.0001,32,20
308,hidden_size_64_num_layers_2_bidirectional_False_dropout_0.0_lr_0.0001_batch_size_32_num_epochs_20/,3,0.8326817826426895,64,2,False,0.0,0.0001,32,20
309,hidden_size_64_num_layers_2_bidirectional_False_dropout_0.0_lr_0.0001_batch_size_32_num_epochs_20/,4,0.8339828526890102,64,2,False,0.0,0.0001,32,20
310,hidden_size_64_num_layers_2_bidirectional_False_dropout_0.0_lr_0.001_batch_size_32_num_epochs_10/,0,0.8339828526890102,64,2,False,0.0,0.001,32,10
311,hidden_size_64_num_layers_2_bidirectional_False_dropout_0.0_lr_0.001_batch_size_32_num_epochs_10/,1,0.8326817826426895,64,2,False,0.0,0.001,32,10
312,hidden_size_64_num_layers_2_bidirectional_False_dropout_0.0_lr_0.001_batch_size_32_num_epochs_10/,2,0.8326817826426895,64,2,False,0.0,0.001,32,10
313,hidden_size_64_num_layers_2_bidirectional_False_dropout_0.0_lr_0.001_batch_size_32_num_epochs_10/,3,0.8326817826426895,64,2,False,0.0,0.001,32,10
314,hidden_size_64_num_layers_2_bidirectional_False_dropout_0.0_lr_0.001_batch_size_32_num_epochs_10/,4,0.8339828526890102,64,2,False,0.0,0.001,32,10
315,hidden_size_64_num_layers_2_bidirectional_False_dropout_0.0_lr_0.001_batch_size_32_num_epochs_20/,0,0.8339828526890102,64,2,False,0.0,0.001,32,20
316,hidden_size_64_num_layers_2_bidirectional_False_dropout_0.0_lr_0.001_batch_size_32_num_epochs_20/,1,0.8326817826426895,64,2,False,0.0,0.001,32,20
317,hidden_size_64_num_layers_2_bidirectional_False_dropout_0.0_lr_0.001_batch_size_32_num_epochs_20/,2,0.8326817826426895,64,2,False,0.0,0.001,32,20
318,hidden_size_64_num_layers_2_bidirectional_False_dropout_0.0_lr_0.001_batch_size_32_num_epochs_20/,3,0.8326817826426895,64,2,False,0.0,0.001,32,20
319,hidden_size_64_num_layers_2_bidirectional_False_dropout_0.0_lr_0.001_batch_size_32_num_epochs_20/,4,0.8339828526890102,64,2,False,0.0,0.001,32,20
320,hidden_size_64_num_layers_2_bidirectional_False_dropout_0.0_lr_0.01_batch_size_32_num_epochs_10/,0,0.8339828526890102,64,2,False,0.0,0.01,32,10
321,hidden_size_64_num_layers_2_bidirectional_False_dropout_0.0_lr_0.01_batch_size_32_num_epochs_10/,1,0.8326817826426895,64,2,False,0.0,0.01,32,10
322,hidden_size_64_num_layers_2_bidirectional_False_dropout_0.0_lr_0.01_batch_size_32_num_epochs_10/,2,0.8326817826426895,64,2,False,0.0,0.01,32,10
