,model,split,f2_score,n_neighbors,metric,contamination,encoding_dim
226,n_neighbors_10_metric_manhattan_contamination_0.2_encoding_dim_64/,1,0.840568271507498,10,manhattan,0.2,64
227,n_neighbors_10_metric_manhattan_contamination_0.2_encoding_dim_64/,2,0.8498808578236696,10,manhattan,0.2,64
228,n_neighbors_10_metric_manhattan_contamination_0.2_encoding_dim_64/,3,0.8372827804107424,10,manhattan,0.2,64
229,n_neighbors_10_metric_manhattan_contamination_0.2_encoding_dim_64/,4,0.8418568056648308,10,manhattan,0.2,64
230,n_neighbors_10_metric_manhattan_contamination_0.2_encoding_dim_128/,0,0.8405341712490181,10,manhattan,0.2,128
231,n_neighbors_10_metric_manhattan_contamination_0.2_encoding_dim_128/,1,0.8492063492063492,10,manhattan,0.2,128
232,n_neighbors_10_metric_manhattan_contamination_0.2_encoding_dim_128/,2,0.8366693354683747,10,manhattan,0.2,128
233,n_neighbors_10_metric_manhattan_contamination_0.2_encoding_dim_128/,3,0.8446215139442231,10,manhattan,0.2,128
234,n_neighbors_10_metric_manhattan_contamination_0.2_encoding_dim_128/,4,0.8485329103885805,10,manhattan,0.2,128
235,n_neighbors_10_metric_manhattan_contamination_0.2_encoding_dim_256/,0,0.8359872611464968,10,manhattan,0.2,256
236,n_neighbors_10_metric_manhattan_contamination_0.2_encoding_dim_256/,1,0.8372641509433962,10,manhattan,0.2,256
237,n_neighbors_10_metric_manhattan_contamination_0.2_encoding_dim_256/,2,0.8379446640316206,10,manhattan,0.2,256
238,n_neighbors_10_metric_manhattan_contamination_0.2_encoding_dim_256/,3,0.8445146014206788,10,manhattan,0.2,256
239,n_neighbors_10_metric_manhattan_contamination_0.2_encoding_dim_256/,4,0.8386327503974563,10,manhattan,0.2,256
240,n_neighbors_20_metric_euclidean_contamination_0.01_encoding_dim_64/,0,0.8392156862745098,20,euclidean,0.01,64
241,n_neighbors_20_metric_euclidean_contamination_0.01_encoding_dim_64/,1,0.8387358184764991,20,euclidean,0.01,64
242,n_neighbors_20_metric_euclidean_contamination_0.01_encoding_dim_64/,2,0.8451816745655608,20,euclidean,0.01,64
243,n_neighbors_20_metric_euclidean_contamination_0.01_encoding_dim_64/,3,0.8445146014206788,20,euclidean,0.01,64
244,n_neighbors_20_metric_euclidean_contamination_0.01_encoding_dim_64/,4,0.8539505187549881,20,euclidean,0.01,64
245,n_neighbors_20_metric_euclidean_contamination_0.01_encoding_dim_128/,0,0.8333333333333334,20,euclidean,0.01,128
246,n_neighbors_20_metric_euclidean_contamination_0.01_encoding_dim_128/,1,0.8445146014206788,20,euclidean,0.01,128
247,n_neighbors_20_metric_euclidean_contamination_0.01_encoding_dim_128/,2,0.8594377510040161,20,euclidean,0.01,128
248,n_neighbors_20_metric_euclidean_contamination_0.01_encoding_dim_128/,3,0.8514931396287329,20,euclidean,0.01,128
249,n_neighbors_20_metric_euclidean_contamination_0.01_encoding_dim_128/,4,0.8405341712490181,20,euclidean,0.01,128
250,n_neighbors_20_metric_euclidean_contamination_0.01_encoding_dim_256/,0,0.8418568056648308,20,euclidean,0.01,256
251,n_neighbors_20_metric_euclidean_contamination_0.01_encoding_dim_256/,1,0.8478605388272583,20,euclidean,0.01,256
252,n_neighbors_20_metric_euclidean_contamination_0.01_encoding_dim_256/,2,0.8540497193263833,20,euclidean,0.01,256
253,n_neighbors_20_metric_euclidean_contamination_0.01_encoding_dim_256/,3,0.8616504854368932,20,euclidean,0.01,256
254,n_neighbors_20_metric_euclidean_contamination_0.01_encoding_dim_256/,4,0.8438985736925515,20,euclidean,0.01,256
255,n_neighbors_20_metric_euclidean_contamination_0.05_encoding_dim_64/,0,0.8471892319873318,20,euclidean,0.05,64
256,n_neighbors_20_metric_euclidean_contamination_0.05_encoding_dim_64/,1,0.8448979591836735,20,euclidean,0.05,64
257,n_neighbors_20_metric_euclidean_contamination_0.05_encoding_dim_64/,2,0.8459696727853152,20,euclidean,0.05,64
258,n_neighbors_20_metric_euclidean_contamination_0.05_encoding_dim_64/,3,0.848605577689243,20,euclidean,0.05,64
259,n_neighbors_20_metric_euclidean_contamination_0.05_encoding_dim_64/,4,0.8485329103885805,20,euclidean,0.05,64
260,n_neighbors_20_metric_euclidean_contamination_0.05_encoding_dim_128/,0,0.8379013312451057,20,euclidean,0.05,128
261,n_neighbors_20_metric_euclidean_contamination_0.05_encoding_dim_128/,1,0.8438485804416404,20,euclidean,0.05,128
262,n_neighbors_20_metric_euclidean_contamination_0.05_encoding_dim_128/,2,0.8594377510040161,20,euclidean,0.05,128
263,n_neighbors_20_metric_euclidean_contamination_0.05_encoding_dim_128/,3,0.8506389776357828,20,euclidean,0.05,128
264,n_neighbors_20_metric_euclidean_contamination_0.05_encoding_dim_128/,4,0.8465189873417721,20,euclidean,0.05,128
265,n_neighbors_20_metric_euclidean_contamination_0.05_encoding_dim_256/,0,0.84251968503937,20,euclidean,0.05,256
266,n_neighbors_20_metric_euclidean_contamination_0.05_encoding_dim_256/,1,0.848605577689243,20,euclidean,0.05,256
267,n_neighbors_20_metric_euclidean_contamination_0.05_encoding_dim_256/,2,0.8555286521388217,20,euclidean,0.05,256
268,n_neighbors_20_metric_euclidean_contamination_0.05_encoding_dim_256/,3,0.8602584814216478,20,euclidean,0.05,256
269,n_neighbors_20_metric_euclidean_contamination_0.05_encoding_dim_256/,4,0.8452380952380952,20,euclidean,0.05,256
270,n_neighbors_20_metric_euclidean_contamination_0.1_encoding_dim_64/,0,0.8473221422861711,20,euclidean,0.1,64
271,n_neighbors_20_metric_euclidean_contamination_0.1_encoding_dim_64/,1,0.8360128617363344,20,euclidean,0.1,64
272,n_neighbors_20_metric_euclidean_contamination_0.1_encoding_dim_64/,2,0.8565573770491803,20,euclidean,0.1,64
273,n_neighbors_20_metric_euclidean_contamination_0.1_encoding_dim_64/,3,0.8500400962309543,20,euclidean,0.1,64
274,n_neighbors_20_metric_euclidean_contamination_0.1_encoding_dim_64/,4,0.8539505187549881,20,euclidean,0.1,64
275,n_neighbors_20_metric_euclidean_contamination_0.1_encoding_dim_128/,0,0.8418568056648308,20,euclidean,0.1,128
276,n_neighbors_20_metric_euclidean_contamination_0.1_encoding_dim_128/,1,0.8432304038004751,20,euclidean,0.1,128
277,n_neighbors_20_metric_euclidean_contamination_0.1_encoding_dim_128/,2,0.8594377510040161,20,euclidean,0.1,128
278,n_neighbors_20_metric_euclidean_contamination_0.1_encoding_dim_128/,3,0.8514931396287329,20,euclidean,0.1,128
279,n_neighbors_20_metric_euclidean_contamination_0.1_encoding_dim_128/,4,0.8465189873417721,20,euclidean,0.1,128
280,n_neighbors_20_metric_euclidean_contamination_0.1_encoding_dim_256/,0,0.84251968503937,20,euclidean,0.1,256
281,n_neighbors_20_metric_euclidean_contamination_0.1_encoding_dim_256/,1,0.8471892319873318,20,euclidean,0.1,256
282,n_neighbors_20_metric_euclidean_contamination_0.1_encoding_dim_256/,2,0.8555286521388217,20,euclidean,0.1,256
283,n_neighbors_20_metric_euclidean_contamination_0.1_encoding_dim_256/,3,0.8581788879935536,20,euclidean,0.1,256
284,n_neighbors_20_metric_euclidean_contamination_0.1_encoding_dim_256/,4,0.8445678033306899,20,euclidean,0.1,256
285,n_neighbors_20_metric_euclidean_contamination_0.2_encoding_dim_64/,0,0.8512330946698489,20,euclidean,0.2,64
286,n_neighbors_20_metric_euclidean_contamination_0.2_encoding_dim_64/,1,0.8366533864541833,20,euclidean,0.2,64
287,n_neighbors_20_metric_euclidean_contamination_0.2_encoding_dim_64/,2,0.8454106280193237,20,euclidean,0.2,64
288,n_neighbors_20_metric_euclidean_contamination_0.2_encoding_dim_64/,3,0.8485329103885805,20,euclidean,0.2,64
289,n_neighbors_20_metric_euclidean_contamination_0.2_encoding_dim_64/,4,0.8539505187549881,20,euclidean,0.2,64
290,n_neighbors_20_metric_euclidean_contamination_0.2_encoding_dim_128/,0,0.8451816745655608,20,euclidean,0.2,128
291,n_neighbors_20_metric_euclidean_contamination_0.2_encoding_dim_128/,1,0.8432304038004751,20,euclidean,0.2,128
292,n_neighbors_20_metric_euclidean_contamination_0.2_encoding_dim_128/,2,0.8587479935794543,20,euclidean,0.2,128
293,n_neighbors_20_metric_euclidean_contamination_0.2_encoding_dim_128/,3,0.8533653846153846,20,euclidean,0.2,128
294,n_neighbors_20_metric_euclidean_contamination_0.2_encoding_dim_128/,4,0.8445678033306899,20,euclidean,0.2,128
295,n_neighbors_20_metric_euclidean_contamination_0.2_encoding_dim_256/,0,0.84251968503937,20,euclidean,0.2,256
296,n_neighbors_20_metric_euclidean_contamination_0.2_encoding_dim_256/,1,0.8458498023715415,20,euclidean,0.2,256
297,n_neighbors_20_metric_euclidean_contamination_0.2_encoding_dim_256/,2,0.8555286521388217,20,euclidean,0.2,256
298,n_neighbors_20_metric_euclidean_contamination_0.2_encoding_dim_256/,3,0.8588709677419355,20,euclidean,0.2,256
299,n_neighbors_20_metric_euclidean_contamination_0.2_encoding_dim_256/,4,0.8438985736925515,20,euclidean,0.2,256
300,n_neighbors_20_metric_manhattan_contamination_0.01_encoding_dim_64/,0,0.8492063492063492,20,manhattan,0.01,64
301,n_neighbors_20_metric_manhattan_contamination_0.01_encoding_dim_64/,1,0.8407079646017699,20,manhattan,0.01,64
302,n_neighbors_20_metric_manhattan_contamination_0.01_encoding_dim_64/,2,0.8514056224899599,20,manhattan,0.01,64
303,n_neighbors_20_metric_manhattan_contamination_0.01_encoding_dim_64/,3,0.8387888707037643,20,manhattan,0.01,64
304,n_neighbors_20_metric_manhattan_contamination_0.01_encoding_dim_64/,4,0.837245696400626,20,manhattan,0.01,64
305,n_neighbors_20_metric_manhattan_contamination_0.01_encoding_dim_128/,0,0.8333333333333334,20,manhattan,0.01,128
306,n_neighbors_20_metric_manhattan_contamination_0.01_encoding_dim_128/,1,0.8379013312451057,20,manhattan,0.01,128
307,n_neighbors_20_metric_manhattan_contamination_0.01_encoding_dim_128/,2,0.8479299363057324,20,manhattan,0.01,128
308,n_neighbors_20_metric_manhattan_contamination_0.01_encoding_dim_128/,3,0.844,20,manhattan,0.01,128
309,n_neighbors_20_metric_manhattan_contamination_0.01_encoding_dim_128/,4,0.8333333333333334,20,manhattan,0.01,128
310,n_neighbors_20_metric_manhattan_contamination_0.01_encoding_dim_256/,0,0.84251968503937,20,manhattan,0.01,256
311,n_neighbors_20_metric_manhattan_contamination_0.01_encoding_dim_256/,1,0.8438485804416404,20,manhattan,0.01,256
312,n_neighbors_20_metric_manhattan_contamination_0.01_encoding_dim_256/,2,0.8487530168946098,20,manhattan,0.01,256
313,n_neighbors_20_metric_manhattan_contamination_0.01_encoding_dim_256/,3,0.854632587859425,20,manhattan,0.01,256
314,n_neighbors_20_metric_manhattan_contamination_0.01_encoding_dim_256/,4,0.8411949685534591,20,manhattan,0.01,256
315,n_neighbors_20_metric_manhattan_contamination_0.05_encoding_dim_64/,0,0.8485329103885805,20,manhattan,0.05,64
316,n_neighbors_20_metric_manhattan_contamination_0.05_encoding_dim_64/,1,0.84251968503937,20,manhattan,0.05,64
317,n_neighbors_20_metric_manhattan_contamination_0.05_encoding_dim_64/,2,0.8486789431545236,20,manhattan,0.05,64
318,n_neighbors_20_metric_manhattan_contamination_0.05_encoding_dim_64/,3,0.8426517571884984,20,manhattan,0.05,64
319,n_neighbors_20_metric_manhattan_contamination_0.05_encoding_dim_64/,4,0.837245696400626,20,manhattan,0.05,64
320,n_neighbors_20_metric_manhattan_contamination_0.05_encoding_dim_128/,0,0.8333333333333334,20,manhattan,0.05,128
321,n_neighbors_20_metric_manhattan_contamination_0.05_encoding_dim_128/,1,0.8379013312451057,20,manhattan,0.05,128
322,n_neighbors_20_metric_manhattan_contamination_0.05_encoding_dim_128/,2,0.8478605388272583,20,manhattan,0.05,128
323,n_neighbors_20_metric_manhattan_contamination_0.05_encoding_dim_128/,3,0.8445678033306899,20,manhattan,0.05,128
324,n_neighbors_20_metric_manhattan_contamination_0.05_encoding_dim_128/,4,0.8385579937304075,20,manhattan,0.05,128
325,n_neighbors_20_metric_manhattan_contamination_0.05_encoding_dim_256/,0,0.8512330946698489,20,manhattan,0.05,256
326,n_neighbors_20_metric_manhattan_contamination_0.05_encoding_dim_256/,1,0.8452380952380952,20,manhattan,0.05,256
327,n_neighbors_20_metric_manhattan_contamination_0.05_encoding_dim_256/,2,0.8467094703049759,20,manhattan,0.05,256
328,n_neighbors_20_metric_manhattan_contamination_0.05_encoding_dim_256/,3,0.8587479935794543,20,manhattan,0.05,256
329,n_neighbors_20_metric_manhattan_contamination_0.05_encoding_dim_256/,4,0.8478605388272583,20,manhattan,0.05,256
330,n_neighbors_20_metric_manhattan_contamination_0.1_encoding_dim_64/,0,0.8498808578236696,20,manhattan,0.1,64
331,n_neighbors_20_metric_manhattan_contamination_0.1_encoding_dim_64/,1,0.8411949685534591,20,manhattan,0.1,64
332,n_neighbors_20_metric_manhattan_contamination_0.1_encoding_dim_64/,2,0.8514056224899599,20,manhattan,0.1,64
333,n_neighbors_20_metric_manhattan_contamination_0.1_encoding_dim_64/,3,0.8406026962727994,20,manhattan,0.1,64
334,n_neighbors_20_metric_manhattan_contamination_0.1_encoding_dim_64/,4,0.8392156862745098,20,manhattan,0.1,64
335,n_neighbors_20_metric_manhattan_contamination_0.1_encoding_dim_128/,0,0.837245696400626,20,manhattan,0.1,128
336,n_neighbors_20_metric_manhattan_contamination_0.1_encoding_dim_128/,1,0.8418568056648308,20,manhattan,0.1,128
337,n_neighbors_20_metric_manhattan_contamination_0.1_encoding_dim_128/,2,0.8479299363057324,20,manhattan,0.1,128
338,n_neighbors_20_metric_manhattan_contamination_0.1_encoding_dim_128/,3,0.8445146014206788,20,manhattan,0.1,128
339,n_neighbors_20_metric_manhattan_contamination_0.1_encoding_dim_128/,4,0.8405341712490181,20,manhattan,0.1,128
340,n_neighbors_20_metric_manhattan_contamination_0.1_encoding_dim_256/,0,0.8573717948717948,20,manhattan,0.1,256
341,n_neighbors_20_metric_manhattan_contamination_0.1_encoding_dim_256/,1,0.8501208702659145,20,manhattan,0.1,256
342,n_neighbors_20_metric_manhattan_contamination_0.1_encoding_dim_256/,2,0.8473895582329317,20,manhattan,0.1,256
343,n_neighbors_20_metric_manhattan_contamination_0.1_encoding_dim_256/,3,0.8543531326281529,20,manhattan,0.1,256
344,n_neighbors_20_metric_manhattan_contamination_0.1_encoding_dim_256/,4,0.8473221422861711,20,manhattan,0.1,256
345,n_neighbors_20_metric_manhattan_contamination_0.2_encoding_dim_64/,0,0.8492063492063492,20,manhattan,0.2,64
346,n_neighbors_20_metric_manhattan_contamination_0.2_encoding_dim_64/,1,0.84251968503937,20,manhattan,0.2,64
347,n_neighbors_20_metric_manhattan_contamination_0.2_encoding_dim_64/,2,0.8485329103885805,20,manhattan,0.2,64
348,n_neighbors_20_metric_manhattan_contamination_0.2_encoding_dim_64/,3,0.8451816745655608,20,manhattan,0.2,64
349,n_neighbors_20_metric_manhattan_contamination_0.2_encoding_dim_64/,4,0.8392156862745098,20,manhattan,0.2,64
350,n_neighbors_20_metric_manhattan_contamination_0.2_encoding_dim_128/,0,0.8405341712490181,20,manhattan,0.2,128
351,n_neighbors_20_metric_manhattan_contamination_0.2_encoding_dim_128/,1,0.84251968503937,20,manhattan,0.2,128
352,n_neighbors_20_metric_manhattan_contamination_0.2_encoding_dim_128/,2,0.8478605388272583,20,manhattan,0.2,128
353,n_neighbors_20_metric_manhattan_contamination_0.2_encoding_dim_128/,3,0.8451816745655608,20,manhattan,0.2,128
354,n_neighbors_20_metric_manhattan_contamination_0.2_encoding_dim_128/,4,0.8405341712490181,20,manhattan,0.2,128
355,n_neighbors_20_metric_manhattan_contamination_0.2_encoding_dim_256/,0,0.8573717948717948,20,manhattan,0.2,256
356,n_neighbors_20_metric_manhattan_contamination_0.2_encoding_dim_256/,1,0.8499600957701516,20,manhattan,0.2,256
357,n_neighbors_20_metric_manhattan_contamination_0.2_encoding_dim_256/,2,0.8473895582329317,20,manhattan,0.2,256
358,n_neighbors_20_metric_manhattan_contamination_0.2_encoding_dim_256/,3,0.8576051779935275,20,manhattan,0.2,256
359,n_neighbors_20_metric_manhattan_contamination_0.2_encoding_dim_256/,4,0.8426073131955485,20,manhattan,0.2,256
360,n_neighbors_50_metric_euclidean_contamination_0.01_encoding_dim_64/,0,0.8451816745655608,50,euclidean,0.01,64
361,n_neighbors_50_metric_euclidean_contamination_0.01_encoding_dim_64/,1,0.8473895582329317,50,euclidean,0.01,64
362,n_neighbors_50_metric_euclidean_contamination_0.01_encoding_dim_64/,2,0.8412322274881516,50,euclidean,0.01,64
363,n_neighbors_50_metric_euclidean_contamination_0.01_encoding_dim_64/,3,0.8438485804416404,50,euclidean,0.01,64
364,n_neighbors_50_metric_euclidean_contamination_0.01_encoding_dim_64/,4,0.8471892319873318,50,euclidean,0.01,64
365,n_neighbors_50_metric_euclidean_contamination_0.01_encoding_dim_128/,0,0.8573717948717948,50,euclidean,0.01,128
366,n_neighbors_50_metric_euclidean_contamination_0.01_encoding_dim_128/,1,0.854632587859425,50,euclidean,0.01,128
367,n_neighbors_50_metric_euclidean_contamination_0.01_encoding_dim_128/,2,0.8617886178861789,50,euclidean,0.01,128
368,n_neighbors_50_metric_euclidean_contamination_0.01_encoding_dim_128/,3,0.864448051948052,50,euclidean,0.01,128
369,n_neighbors_50_metric_euclidean_contamination_0.01_encoding_dim_128/,4,0.8608205953338697,50,euclidean,0.01,128
370,n_neighbors_50_metric_euclidean_contamination_0.01_encoding_dim_256/,0,0.8708333333333333,50,euclidean,0.01,256
371,n_neighbors_50_metric_euclidean_contamination_0.01_encoding_dim_256/,1,0.8666666666666667,50,euclidean,0.01,256
372,n_neighbors_50_metric_euclidean_contamination_0.01_encoding_dim_256/,2,0.8613445378151261,50,euclidean,0.01,256
373,n_neighbors_50_metric_euclidean_contamination_0.01_encoding_dim_256/,3,0.8686616791354946,50,euclidean,0.01,256
374,n_neighbors_50_metric_euclidean_contamination_0.01_encoding_dim_256/,4,0.8672199170124482,50,euclidean,0.01,256
375,n_neighbors_50_metric_euclidean_contamination_0.05_encoding_dim_64/,0,0.8451816745655608,50,euclidean,0.05,64
376,n_neighbors_50_metric_euclidean_contamination_0.05_encoding_dim_64/,1,0.8473895582329317,50,euclidean,0.05,64
377,n_neighbors_50_metric_euclidean_contamination_0.05_encoding_dim_64/,2,0.8418568056648308,50,euclidean,0.05,64
378,n_neighbors_50_metric_euclidean_contamination_0.05_encoding_dim_64/,3,0.8458498023715415,50,euclidean,0.05,64
379,n_neighbors_50_metric_euclidean_contamination_0.05_encoding_dim_64/,4,0.8451816745655608,50,euclidean,0.05,64
380,n_neighbors_50_metric_euclidean_contamination_0.05_encoding_dim_128/,0,0.860128617363344,50,euclidean,0.05,128
381,n_neighbors_50_metric_euclidean_contamination_0.05_encoding_dim_128/,1,0.8594377510040161,50,euclidean,0.05,128
382,n_neighbors_50_metric_euclidean_contamination_0.05_encoding_dim_128/,2,0.8617886178861789,50,euclidean,0.05,128
383,n_neighbors_50_metric_euclidean_contamination_0.05_encoding_dim_128/,3,0.8681408681408681,50,euclidean,0.05,128
384,n_neighbors_50_metric_euclidean_contamination_0.05_encoding_dim_128/,4,0.8608205953338697,50,euclidean,0.05,128
385,n_neighbors_50_metric_euclidean_contamination_0.05_encoding_dim_256/,0,0.8701082431307244,50,euclidean,0.05,256
386,n_neighbors_50_metric_euclidean_contamination_0.05_encoding_dim_256/,1,0.8615004122011541,50,euclidean,0.05,256
387,n_neighbors_50_metric_euclidean_contamination_0.05_encoding_dim_256/,2,0.8673894912427023,50,euclidean,0.05,256
388,n_neighbors_50_metric_euclidean_contamination_0.05_encoding_dim_256/,3,0.8719460825610783,50,euclidean,0.05,256
389,n_neighbors_50_metric_euclidean_contamination_0.05_encoding_dim_256/,4,0.8657829328914665,50,euclidean,0.05,256
390,n_neighbors_50_metric_euclidean_contamination_0.1_encoding_dim_64/,0,0.8478605388272583,50,euclidean,0.1,64
391,n_neighbors_50_metric_euclidean_contamination_0.1_encoding_dim_64/,1,0.8473895582329317,50,euclidean,0.1,64
392,n_neighbors_50_metric_euclidean_contamination_0.1_encoding_dim_64/,2,0.8459094519459889,50,euclidean,0.1,64
393,n_neighbors_50_metric_euclidean_contamination_0.1_encoding_dim_64/,3,0.8471892319873318,50,euclidean,0.1,64
394,n_neighbors_50_metric_euclidean_contamination_0.1_encoding_dim_64/,4,0.8498808578236696,50,euclidean,0.1,64
395,n_neighbors_50_metric_euclidean_contamination_0.1_encoding_dim_128/,0,0.8622078968573731,50,euclidean,0.1,128
396,n_neighbors_50_metric_euclidean_contamination_0.1_encoding_dim_128/,1,0.860128617363344,50,euclidean,0.1,128
397,n_neighbors_50_metric_euclidean_contamination_0.1_encoding_dim_128/,2,0.8631921824104235,50,euclidean,0.1,128
398,n_neighbors_50_metric_euclidean_contamination_0.1_encoding_dim_128/,3,0.8656224237427865,50,euclidean,0.1,128
399,n_neighbors_50_metric_euclidean_contamination_0.1_encoding_dim_128/,4,0.8576051779935275,50,euclidean,0.1,128
400,n_neighbors_50_metric_euclidean_contamination_0.1_encoding_dim_256/,0,0.8715596330275229,50,euclidean,0.1,256
401,n_neighbors_50_metric_euclidean_contamination_0.1_encoding_dim_256/,1,0.8615004122011541,50,euclidean,0.1,256
402,n_neighbors_50_metric_euclidean_contamination_0.1_encoding_dim_256/,2,0.8613445378151261,50,euclidean,0.1,256
403,n_neighbors_50_metric_euclidean_contamination_0.1_encoding_dim_256/,3,0.8734177215189873,50,euclidean,0.1,256
404,n_neighbors_50_metric_euclidean_contamination_0.1_encoding_dim_256/,4,0.8672199170124482,50,euclidean,0.1,256
405,n_neighbors_50_metric_euclidean_contamination_0.2_encoding_dim_64/,0,0.8512330946698489,50,euclidean,0.2,64
406,n_neighbors_50_metric_euclidean_contamination_0.2_encoding_dim_64/,1,0.8473895582329317,50,euclidean,0.2,64
407,n_neighbors_50_metric_euclidean_contamination_0.2_encoding_dim_64/,2,0.846839546191248,50,euclidean,0.2,64
408,n_neighbors_50_metric_euclidean_contamination_0.2_encoding_dim_64/,3,0.852,50,euclidean,0.2,64
409,n_neighbors_50_metric_euclidean_contamination_0.2_encoding_dim_64/,4,0.8513189448441247,50,euclidean,0.2,64
410,n_neighbors_50_metric_euclidean_contamination_0.2_encoding_dim_128/,0,0.8608205953338697,50,euclidean,0.2,128
411,n_neighbors_50_metric_euclidean_contamination_0.2_encoding_dim_128/,1,0.8594377510040161,50,euclidean,0.2,128
412,n_neighbors_50_metric_euclidean_contamination_0.2_encoding_dim_128/,2,0.8562197092084006,50,euclidean,0.2,128
413,n_neighbors_50_metric_euclidean_contamination_0.2_encoding_dim_128/,3,0.8681408681408681,50,euclidean,0.2,128
414,n_neighbors_50_metric_euclidean_contamination_0.2_encoding_dim_128/,4,0.8608205953338697,50,euclidean,0.2,128
415,n_neighbors_50_metric_euclidean_contamination_0.2_encoding_dim_256/,0,0.8679706601466992,50,euclidean,0.2,256
416,n_neighbors_50_metric_euclidean_contamination_0.2_encoding_dim_256/,1,0.8665581773799838,50,euclidean,0.2,256
417,n_neighbors_50_metric_euclidean_contamination_0.2_encoding_dim_256/,2,0.8619281045751634,50,euclidean,0.2,256
418,n_neighbors_50_metric_euclidean_contamination_0.2_encoding_dim_256/,3,0.874384236453202,50,euclidean,0.2,256
419,n_neighbors_50_metric_euclidean_contamination_0.2_encoding_dim_256/,4,0.8672638436482085,50,euclidean,0.2,256
420,n_neighbors_50_metric_manhattan_contamination_0.01_encoding_dim_64/,0,0.8333333333333334,50,manhattan,0.01,64
421,n_neighbors_50_metric_manhattan_contamination_0.01_encoding_dim_64/,1,0.8445146014206788,50,manhattan,0.01,64
422,n_neighbors_50_metric_manhattan_contamination_0.01_encoding_dim_64/,2,0.8398744113029827,50,manhattan,0.01,64
423,n_neighbors_50_metric_manhattan_contamination_0.01_encoding_dim_64/,3,0.837245696400626,50,manhattan,0.01,64
424,n_neighbors_50_metric_manhattan_contamination_0.01_encoding_dim_64/,4,0.8333333333333334,50,manhattan,0.01,64
425,n_neighbors_50_metric_manhattan_contamination_0.01_encoding_dim_128/,0,0.8580593424218124,50,manhattan,0.01,128
426,n_neighbors_50_metric_manhattan_contamination_0.01_encoding_dim_128/,1,0.8512330946698489,50,manhattan,0.01,128
427,n_neighbors_50_metric_manhattan_contamination_0.01_encoding_dim_128/,2,0.8532695374800638,50,manhattan,0.01,128
428,n_neighbors_50_metric_manhattan_contamination_0.01_encoding_dim_128/,3,0.8577235772357723,50,manhattan,0.01,128
429,n_neighbors_50_metric_manhattan_contamination_0.01_encoding_dim_128/,4,0.8498808578236696,50,manhattan,0.01,128
430,n_neighbors_50_metric_manhattan_contamination_0.01_encoding_dim_256/,0,0.8665008291873963,50,manhattan,0.01,256
431,n_neighbors_50_metric_manhattan_contamination_0.01_encoding_dim_256/,1,0.8626465661641541,50,manhattan,0.01,256
432,n_neighbors_50_metric_manhattan_contamination_0.01_encoding_dim_256/,2,0.8554817275747508,50,manhattan,0.01,256
433,n_neighbors_50_metric_manhattan_contamination_0.01_encoding_dim_256/,3,0.8721422523285352,50,manhattan,0.01,256
434,n_neighbors_50_metric_manhattan_contamination_0.01_encoding_dim_256/,4,0.8636363636363636,50,manhattan,0.01,256
435,n_neighbors_50_metric_manhattan_contamination_0.05_encoding_dim_64/,0,0.8445146014206788,50,manhattan,0.05,64
436,n_neighbors_50_metric_manhattan_contamination_0.05_encoding_dim_64/,1,0.8445146014206788,50,manhattan,0.05,64
437,n_neighbors_50_metric_manhattan_contamination_0.05_encoding_dim_64/,2,0.8405341712490181,50,manhattan,0.05,64
438,n_neighbors_50_metric_manhattan_contamination_0.05_encoding_dim_64/,3,0.8445146014206788,50,manhattan,0.05,64
439,n_neighbors_50_metric_manhattan_contamination_0.05_encoding_dim_64/,4,0.8411949685534591,50,manhattan,0.05,64
440,n_neighbors_50_metric_manhattan_contamination_0.05_encoding_dim_128/,0,0.8573717948717948,50,manhattan,0.05,128
441,n_neighbors_50_metric_manhattan_contamination_0.05_encoding_dim_128/,1,0.8512330946698489,50,manhattan,0.05,128
442,n_neighbors_50_metric_manhattan_contamination_0.05_encoding_dim_128/,2,0.8519108280254777,50,manhattan,0.05,128
443,n_neighbors_50_metric_manhattan_contamination_0.05_encoding_dim_128/,3,0.8551554828150573,50,manhattan,0.05,128
444,n_neighbors_50_metric_manhattan_contamination_0.05_encoding_dim_128/,4,0.8519108280254777,50,manhattan,0.05,128
445,n_neighbors_50_metric_manhattan_contamination_0.05_encoding_dim_256/,0,0.8671742808798646,50,manhattan,0.05,256
446,n_neighbors_50_metric_manhattan_contamination_0.05_encoding_dim_256/,1,0.8659450457951707,50,manhattan,0.05,256
447,n_neighbors_50_metric_manhattan_contamination_0.05_encoding_dim_256/,2,0.8540630182421227,50,manhattan,0.05,256
448,n_neighbors_50_metric_manhattan_contamination_0.05_encoding_dim_256/,3,0.8719460825610783,50,manhattan,0.05,256
449,n_neighbors_50_metric_manhattan_contamination_0.05_encoding_dim_256/,4,0.8622112211221122,50,manhattan,0.05,256
450,n_neighbors_50_metric_manhattan_contamination_0.1_encoding_dim_64/,0,0.8445146014206788,50,manhattan,0.1,64
451,n_neighbors_50_metric_manhattan_contamination_0.1_encoding_dim_64/,1,0.8445146014206788,50,manhattan,0.1,64
452,n_neighbors_50_metric_manhattan_contamination_0.1_encoding_dim_64/,2,0.84251968503937,50,manhattan,0.1,64
453,n_neighbors_50_metric_manhattan_contamination_0.1_encoding_dim_64/,3,0.8451816745655608,50,manhattan,0.1,64
454,n_neighbors_50_metric_manhattan_contamination_0.1_encoding_dim_64/,4,0.8418568056648308,50,manhattan,0.1,64
