D_loss,G_loss
0.19715900116545312,3.3758684747359333
0.016022481243400014,5.032240685294656
0.007722371025010943,5.62757999756757
0.004850316662615275,6.091538078644696
0.0032836903530337356,6.44548646141501
0.002471545269466279,6.713318137561574
0.00199749883647789,6.9061680821811455
0.0017188019153442891,7.049706711488612
0.001639765259289347,7.085048338946174
0.0015950324458946638,7.235508343752692
0.0017164875821703497,7.310622215270996
0.0027672358350280452,6.881492306204403
0.0031447835636379965,6.7541684403139
0.002189102798344239,7.120768813525929
0.0021444209474686753,7.169469861423268
0.002020649683853502,7.20051378362319
0.001219313411959721,7.495588793474085
0.0012257935407379752,7.628421867595
0.000852661845890586,7.860797026578118
0.0008257846690385657,7.8461631746853095
