,model,split,f2_score,lr,batch_size,num_epochs,encoding_dim,hidden_dims,activation
470,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[512]_activation_relu/,0,0.8619281045751634,0.01,32,10,256,[512],relu
471,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[512]_activation_relu/,1,0.8333333333333334,0.01,32,10,256,[512],relu
472,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[512]_activation_relu/,2,0.8505367464905037,0.01,32,10,256,[512],relu
473,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[512]_activation_relu/,3,0.8445146014206788,0.01,32,10,256,[512],relu
474,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[512]_activation_relu/,4,0.8513189448441247,0.01,32,10,256,[512],relu
475,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[512]_activation_leaky_relu/,0,0.8615004122011541,0.01,32,10,256,[512],leaky_relu
476,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[512]_activation_leaky_relu/,1,0.8509771986970684,0.01,32,10,256,[512],leaky_relu
477,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[512]_activation_leaky_relu/,2,0.8402317880794702,0.01,32,10,256,[512],leaky_relu
478,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[512]_activation_leaky_relu/,3,0.8607907742998353,0.01,32,10,256,[512],leaky_relu
479,lr_0.01_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[512]_activation_leaky_relu/,4,0.8581788879935536,0.01,32,10,256,[512],leaky_relu
480,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[1024, 512]_activation_relu/",0,0.8333333333333334,0.01,32,10,256,"[1024, 512]",relu
481,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[1024, 512]_activation_relu/",1,0.8561093247588425,0.01,32,10,256,"[1024, 512]",relu
482,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[1024, 512]_activation_relu/",2,0.8526490066225165,0.01,32,10,256,"[1024, 512]",relu
483,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[1024, 512]_activation_relu/",3,0.8333333333333334,0.01,32,10,256,"[1024, 512]",relu
484,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[1024, 512]_activation_relu/",4,0.8333333333333334,0.01,32,10,256,"[1024, 512]",relu
485,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[1024, 512]_activation_leaky_relu/",0,0.8506224066390041,0.01,32,10,256,"[1024, 512]",leaky_relu
486,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[1024, 512]_activation_leaky_relu/",1,0.8333333333333334,0.01,32,10,256,"[1024, 512]",leaky_relu
487,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[1024, 512]_activation_leaky_relu/",2,0.8516707416462918,0.01,32,10,256,"[1024, 512]",leaky_relu
488,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[1024, 512]_activation_leaky_relu/",3,0.864448051948052,0.01,32,10,256,"[1024, 512]",leaky_relu
489,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[1024, 512]_activation_leaky_relu/",4,0.8526821457165733,0.01,32,10,256,"[1024, 512]",leaky_relu
490,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_relu/",0,0.8505564387917329,0.01,32,10,256,"[2048, 1024, 512]",relu
491,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_relu/",1,0.8558558558558559,0.01,32,10,256,"[2048, 1024, 512]",relu
492,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_relu/",2,0.8333333333333334,0.01,32,10,256,"[2048, 1024, 512]",relu
493,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_relu/",3,0.8333333333333334,0.01,32,10,256,"[2048, 1024, 512]",relu
494,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_relu/",4,0.854632587859425,0.01,32,10,256,"[2048, 1024, 512]",relu
495,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",0,0.8333333333333334,0.01,32,10,256,"[2048, 1024, 512]",leaky_relu
496,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",1,0.8333333333333334,0.01,32,10,256,"[2048, 1024, 512]",leaky_relu
497,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",2,0.8333333333333334,0.01,32,10,256,"[2048, 1024, 512]",leaky_relu
498,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",3,0.8333333333333334,0.01,32,10,256,"[2048, 1024, 512]",leaky_relu
499,"lr_0.01_batch_size_32_num_epochs_10_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",4,0.8333333333333334,0.01,32,10,256,"[2048, 1024, 512]",leaky_relu
500,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[]_activation_relu/,0,0.8588709677419355,0.01,32,20,128,[],relu
501,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[]_activation_relu/,1,0.8539505187549881,0.01,32,20,128,[],relu
502,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[]_activation_relu/,2,0.8567980691874497,0.01,32,20,128,[],relu
503,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[]_activation_relu/,3,0.8602584814216478,0.01,32,20,128,[],relu
504,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[]_activation_relu/,4,0.8333333333333334,0.01,32,20,128,[],relu
505,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[]_activation_leaky_relu/,0,0.8595641646489104,0.01,32,20,128,[],leaky_relu
506,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[]_activation_leaky_relu/,1,0.8333333333333334,0.01,32,20,128,[],leaky_relu
507,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[]_activation_leaky_relu/,2,0.8561093247588425,0.01,32,20,128,[],leaky_relu
508,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[]_activation_leaky_relu/,3,0.8333333333333334,0.01,32,20,128,[],leaky_relu
509,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[]_activation_leaky_relu/,4,0.8492063492063492,0.01,32,20,128,[],leaky_relu
510,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024]_activation_relu/,0,0.8633387888707038,0.01,32,20,128,[1024],relu
511,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024]_activation_relu/,1,0.8333333333333334,0.01,32,20,128,[1024],relu
512,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024]_activation_relu/,2,0.8471074380165289,0.01,32,20,128,[1024],relu
513,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024]_activation_relu/,3,0.8587479935794543,0.01,32,20,128,[1024],relu
514,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024]_activation_relu/,4,0.8333333333333334,0.01,32,20,128,[1024],relu
515,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024]_activation_leaky_relu/,0,0.8609539207760711,0.01,32,20,128,[1024],leaky_relu
516,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024]_activation_leaky_relu/,1,0.8526821457165733,0.01,32,20,128,[1024],leaky_relu
517,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024]_activation_leaky_relu/,2,0.857487922705314,0.01,32,20,128,[1024],leaky_relu
518,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024]_activation_leaky_relu/,3,0.8602584814216478,0.01,32,20,128,[1024],leaky_relu
519,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024]_activation_leaky_relu/,4,0.8505564387917329,0.01,32,20,128,[1024],leaky_relu
520,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[512]_activation_relu/,0,0.8340535868625756,0.01,32,20,128,[512],relu
521,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[512]_activation_relu/,1,0.8333333333333334,0.01,32,20,128,[512],relu
522,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[512]_activation_relu/,2,0.8347826086956521,0.01,32,20,128,[512],relu
523,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[512]_activation_relu/,3,0.861781848459617,0.01,32,20,128,[512],relu
524,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[512]_activation_relu/,4,0.8333333333333334,0.01,32,20,128,[512],relu
525,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[512]_activation_leaky_relu/,0,0.8478605388272583,0.01,32,20,128,[512],leaky_relu
526,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[512]_activation_leaky_relu/,1,0.8519108280254777,0.01,32,20,128,[512],leaky_relu
527,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[512]_activation_leaky_relu/,2,0.8581788879935536,0.01,32,20,128,[512],leaky_relu
528,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[512]_activation_leaky_relu/,3,0.860128617363344,0.01,32,20,128,[512],leaky_relu
529,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[512]_activation_leaky_relu/,4,0.8451816745655608,0.01,32,20,128,[512],leaky_relu
530,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024, 512]_activation_relu/",0,0.8333333333333334,0.01,32,20,128,"[1024, 512]",relu
531,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024, 512]_activation_relu/",1,0.84251968503937,0.01,32,20,128,"[1024, 512]",relu
532,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024, 512]_activation_relu/",2,0.8269065981148244,0.01,32,20,128,"[1024, 512]",relu
533,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024, 512]_activation_relu/",3,0.8708094848732625,0.01,32,20,128,"[1024, 512]",relu
534,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024, 512]_activation_relu/",4,0.8455882352941176,0.01,32,20,128,"[1024, 512]",relu
535,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024, 512]_activation_leaky_relu/",0,0.8333333333333334,0.01,32,20,128,"[1024, 512]",leaky_relu
536,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024, 512]_activation_leaky_relu/",1,0.8333333333333334,0.01,32,20,128,"[1024, 512]",leaky_relu
537,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024, 512]_activation_leaky_relu/",2,0.8333333333333334,0.01,32,20,128,"[1024, 512]",leaky_relu
538,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024, 512]_activation_leaky_relu/",3,0.8333333333333334,0.01,32,20,128,"[1024, 512]",leaky_relu
539,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[1024, 512]_activation_leaky_relu/",4,0.8333333333333334,0.01,32,20,128,"[1024, 512]",leaky_relu
540,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_relu/",0,0.8505564387917329,0.01,32,20,128,"[2048, 1024, 512]",relu
541,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_relu/",1,0.8333333333333334,0.01,32,20,128,"[2048, 1024, 512]",relu
542,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_relu/",2,0.8381742738589212,0.01,32,20,128,"[2048, 1024, 512]",relu
543,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_relu/",3,0.859375,0.01,32,20,128,"[2048, 1024, 512]",relu
544,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_relu/",4,0.8514931396287329,0.01,32,20,128,"[2048, 1024, 512]",relu
545,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",0,0.8333333333333334,0.01,32,20,128,"[2048, 1024, 512]",leaky_relu
546,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",1,0.8333333333333334,0.01,32,20,128,"[2048, 1024, 512]",leaky_relu
547,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",2,0.8333333333333334,0.01,32,20,128,"[2048, 1024, 512]",leaky_relu
548,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",3,0.8333333333333334,0.01,32,20,128,"[2048, 1024, 512]",leaky_relu
549,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_128_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",4,0.8333333333333334,0.01,32,20,128,"[2048, 1024, 512]",leaky_relu
550,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[]_activation_relu/,0,0.8333333333333334,0.01,32,20,256,[],relu
551,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[]_activation_relu/,1,0.8533653846153846,0.01,32,20,256,[],relu
552,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[]_activation_relu/,2,0.8581788879935536,0.01,32,20,256,[],relu
553,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[]_activation_relu/,3,0.8333333333333334,0.01,32,20,256,[],relu
554,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[]_activation_relu/,4,0.8505564387917329,0.01,32,20,256,[],relu
555,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[]_activation_leaky_relu/,0,0.8595641646489104,0.01,32,20,256,[],leaky_relu
556,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[]_activation_leaky_relu/,1,0.8333333333333334,0.01,32,20,256,[],leaky_relu
557,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[]_activation_leaky_relu/,2,0.8588709677419355,0.01,32,20,256,[],leaky_relu
558,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[]_activation_leaky_relu/,3,0.8333333333333334,0.01,32,20,256,[],leaky_relu
559,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[]_activation_leaky_relu/,4,0.8505564387917329,0.01,32,20,256,[],leaky_relu
560,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024]_activation_relu/,0,0.8381984987489575,0.01,32,20,256,[1024],relu
561,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024]_activation_relu/,1,0.8333333333333334,0.01,32,20,256,[1024],relu
562,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024]_activation_relu/,2,0.8489033306255077,0.01,32,20,256,[1024],relu
563,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024]_activation_relu/,3,0.860128617363344,0.01,32,20,256,[1024],relu
564,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024]_activation_relu/,4,0.8333333333333334,0.01,32,20,256,[1024],relu
565,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024]_activation_leaky_relu/,0,0.8340461933276304,0.01,32,20,256,[1024],leaky_relu
566,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024]_activation_leaky_relu/,1,0.8554817275747508,0.01,32,20,256,[1024],leaky_relu
567,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024]_activation_leaky_relu/,2,0.8333333333333334,0.01,32,20,256,[1024],leaky_relu
568,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024]_activation_leaky_relu/,3,0.8594377510040161,0.01,32,20,256,[1024],leaky_relu
569,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024]_activation_leaky_relu/,4,0.8516707416462918,0.01,32,20,256,[1024],leaky_relu
570,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[512]_activation_relu/,0,0.8412322274881516,0.01,32,20,256,[512],relu
571,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[512]_activation_relu/,1,0.8333333333333334,0.01,32,20,256,[512],relu
572,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[512]_activation_relu/,2,0.8450704225352113,0.01,32,20,256,[512],relu
573,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[512]_activation_relu/,3,0.8595641646489104,0.01,32,20,256,[512],relu
574,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[512]_activation_relu/,4,0.8544562551103843,0.01,32,20,256,[512],relu
575,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[512]_activation_leaky_relu/,0,0.8588709677419355,0.01,32,20,256,[512],leaky_relu
576,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[512]_activation_leaky_relu/,1,0.8333333333333334,0.01,32,20,256,[512],leaky_relu
577,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[512]_activation_leaky_relu/,2,0.8561093247588425,0.01,32,20,256,[512],leaky_relu
578,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[512]_activation_leaky_relu/,3,0.8609539207760711,0.01,32,20,256,[512],leaky_relu
579,lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[512]_activation_leaky_relu/,4,0.8333333333333334,0.01,32,20,256,[512],leaky_relu
580,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024, 512]_activation_relu/",0,0.8573784006595219,0.01,32,20,256,"[1024, 512]",relu
581,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024, 512]_activation_relu/",1,0.8333333333333334,0.01,32,20,256,"[1024, 512]",relu
582,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024, 512]_activation_relu/",2,0.8526821457165733,0.01,32,20,256,"[1024, 512]",relu
583,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024, 512]_activation_relu/",3,0.8622112211221122,0.01,32,20,256,"[1024, 512]",relu
584,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024, 512]_activation_relu/",4,0.8492063492063492,0.01,32,20,256,"[1024, 512]",relu
585,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024, 512]_activation_leaky_relu/",0,0.8333333333333334,0.01,32,20,256,"[1024, 512]",leaky_relu
586,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024, 512]_activation_leaky_relu/",1,0.8333333333333334,0.01,32,20,256,"[1024, 512]",leaky_relu
587,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024, 512]_activation_leaky_relu/",2,0.8333333333333334,0.01,32,20,256,"[1024, 512]",leaky_relu
588,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024, 512]_activation_leaky_relu/",3,0.8333333333333334,0.01,32,20,256,"[1024, 512]",leaky_relu
589,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[1024, 512]_activation_leaky_relu/",4,0.8333333333333334,0.01,32,20,256,"[1024, 512]",leaky_relu
590,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_relu/",0,0.8595641646489104,0.01,32,20,256,"[2048, 1024, 512]",relu
591,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_relu/",1,0.8333333333333334,0.01,32,20,256,"[2048, 1024, 512]",relu
592,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_relu/",2,0.8553157474020784,0.01,32,20,256,"[2048, 1024, 512]",relu
593,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_relu/",3,0.8629032258064516,0.01,32,20,256,"[2048, 1024, 512]",relu
594,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_relu/",4,0.8333333333333334,0.01,32,20,256,"[2048, 1024, 512]",relu
595,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",0,0.8333333333333334,0.01,32,20,256,"[2048, 1024, 512]",leaky_relu
596,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",1,0.8333333333333334,0.01,32,20,256,"[2048, 1024, 512]",leaky_relu
597,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",2,0.8333333333333334,0.01,32,20,256,"[2048, 1024, 512]",leaky_relu
598,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",3,0.8333333333333334,0.01,32,20,256,"[2048, 1024, 512]",leaky_relu
599,"lr_0.01_batch_size_32_num_epochs_20_encoding_dim_256_hidden_dims_[2048, 1024, 512]_activation_leaky_relu/",4,0.8333333333333334,0.01,32,20,256,"[2048, 1024, 512]",leaky_relu
