,model,split,f2_score,kernel,nu,gamma
0,kernel_rbf_nu_0.2_gamma_scale/,0,0.8615004122011541,rbf,0.2,scale
1,kernel_rbf_nu_0.2_gamma_scale/,1,0.8637469586374696,rbf,0.2,scale
2,kernel_rbf_nu_0.2_gamma_scale/,2,0.8381742738589212,rbf,0.2,scale
3,kernel_rbf_nu_0.2_gamma_scale/,3,0.8665581773799838,rbf,0.2,scale
4,kernel_rbf_nu_0.2_gamma_scale/,4,0.8533653846153846,rbf,0.2,scale
