D_loss,G_loss
0.2563561814672807,3.217187976135927
0.022335857837734854,4.86943159383886
0.009769036160672413,5.548703740624821
0.005912171457620228,6.019249313017902
0.004042510265100966,6.365967666401582
0.003075248876805691,6.579472710104549
0.0025599522529827323,6.696565992691937
0.0024388990132138133,6.730407630696016
0.0021838879876989216,6.894815234576955
0.0018927676753853174,7.104725360870361
0.0018822176464121131,7.141346903408275
0.002267112157663659,6.879530275569243
0.0020039453109561957,7.112853414872113
0.0025778479175642133,6.785222334020278
0.002452506098266253,6.924397903330186
0.002009374130626812,7.0023363898782165
0.0018303484436781967,7.136857144972858
0.001771111849366742,6.905822164872113
0.001399706253056031,7.346430638257195
0.0012670531595016226,7.416414106593413
