,model,split,f2_score,lr,num_epochs,kernel_size,out_channels,activation,fc1_size
146,"lr_0.0001_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_128/",1,0.8326817826426895,0.0001,10,10,"[32, 64]",leaky_relu,128
147,"lr_0.0001_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_128/",2,0.8635214827295703,0.0001,10,10,"[32, 64]",leaky_relu,128
148,"lr_0.0001_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_128/",3,0.8326817826426895,0.0001,10,10,"[32, 64]",leaky_relu,128
149,"lr_0.0001_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_128/",4,0.8339828526890102,0.0001,10,10,"[32, 64]",leaky_relu,128
150,"lr_0.0001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_32/",0,0.8339828526890102,0.0001,10,10,"[32, 64, 128]",relu,32
151,"lr_0.0001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_32/",1,0.8326817826426895,0.0001,10,10,"[32, 64, 128]",relu,32
152,"lr_0.0001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_32/",2,0.8346394984326019,0.0001,10,10,"[32, 64, 128]",relu,32
153,"lr_0.0001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_32/",3,0.8399053627760252,0.0001,10,10,"[32, 64, 128]",relu,32
154,"lr_0.0001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_32/",4,0.8392156862745098,0.0001,10,10,"[32, 64, 128]",relu,32
155,"lr_0.0001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_64/",0,0.8339828526890102,0.0001,10,10,"[32, 64, 128]",relu,64
156,"lr_0.0001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_64/",1,0.8326817826426895,0.0001,10,10,"[32, 64, 128]",relu,64
157,"lr_0.0001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_64/",2,0.8326817826426895,0.0001,10,10,"[32, 64, 128]",relu,64
158,"lr_0.0001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_64/",3,0.8326817826426895,0.0001,10,10,"[32, 64, 128]",relu,64
159,"lr_0.0001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_64/",4,0.8414634146341463,0.0001,10,10,"[32, 64, 128]",relu,64
160,"lr_0.0001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",0,0.837245696400626,0.0001,10,10,"[32, 64, 128]",relu,128
161,"lr_0.0001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",1,0.8326817826426895,0.0001,10,10,"[32, 64, 128]",relu,128
162,"lr_0.0001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",2,0.8326817826426895,0.0001,10,10,"[32, 64, 128]",relu,128
163,"lr_0.0001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",3,0.8326817826426895,0.0001,10,10,"[32, 64, 128]",relu,128
164,"lr_0.0001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",4,0.8339828526890102,0.0001,10,10,"[32, 64, 128]",relu,128
165,"lr_0.0001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",0,0.8339828526890102,0.0001,10,10,"[32, 64, 128]",leaky_relu,32
166,"lr_0.0001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",1,0.8326817826426895,0.0001,10,10,"[32, 64, 128]",leaky_relu,32
167,"lr_0.0001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",2,0.8326817826426895,0.0001,10,10,"[32, 64, 128]",leaky_relu,32
168,"lr_0.0001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",3,0.8623548922056384,0.0001,10,10,"[32, 64, 128]",leaky_relu,32
169,"lr_0.0001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",4,0.8339828526890102,0.0001,10,10,"[32, 64, 128]",leaky_relu,32
170,"lr_0.0001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",0,0.8339828526890102,0.0001,10,10,"[32, 64, 128]",leaky_relu,64
171,"lr_0.0001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",1,0.8326817826426895,0.0001,10,10,"[32, 64, 128]",leaky_relu,64
172,"lr_0.0001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",2,0.8326817826426895,0.0001,10,10,"[32, 64, 128]",leaky_relu,64
173,"lr_0.0001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",3,0.8666666666666667,0.0001,10,10,"[32, 64, 128]",leaky_relu,64
174,"lr_0.0001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",4,0.8339828526890102,0.0001,10,10,"[32, 64, 128]",leaky_relu,64
175,"lr_0.0001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",0,0.8339828526890102,0.0001,10,10,"[32, 64, 128]",leaky_relu,128
176,"lr_0.0001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",1,0.8326817826426895,0.0001,10,10,"[32, 64, 128]",leaky_relu,128
177,"lr_0.0001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",2,0.8544562551103843,0.0001,10,10,"[32, 64, 128]",leaky_relu,128
178,"lr_0.0001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",3,0.8326817826426895,0.0001,10,10,"[32, 64, 128]",leaky_relu,128
179,"lr_0.0001_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",4,0.8339828526890102,0.0001,10,10,"[32, 64, 128]",leaky_relu,128
180,lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32]_activation_relu_fc1_size_32/,0,0.8339828526890102,0.0001,10,50,[32],relu,32
181,lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32]_activation_relu_fc1_size_32/,1,0.8326817826426895,0.0001,10,50,[32],relu,32
182,lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32]_activation_relu_fc1_size_32/,2,0.8326817826426895,0.0001,10,50,[32],relu,32
183,lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32]_activation_relu_fc1_size_32/,3,0.8326817826426895,0.0001,10,50,[32],relu,32
184,lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32]_activation_relu_fc1_size_32/,4,0.8339828526890102,0.0001,10,50,[32],relu,32
185,lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32]_activation_relu_fc1_size_64/,0,0.8339828526890102,0.0001,10,50,[32],relu,64
186,lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32]_activation_relu_fc1_size_64/,1,0.8326817826426895,0.0001,10,50,[32],relu,64
187,lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32]_activation_relu_fc1_size_64/,2,0.8326817826426895,0.0001,10,50,[32],relu,64
188,lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32]_activation_relu_fc1_size_64/,3,0.8326817826426895,0.0001,10,50,[32],relu,64
189,lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32]_activation_relu_fc1_size_64/,4,0.8339828526890102,0.0001,10,50,[32],relu,64
190,lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32]_activation_relu_fc1_size_128/,0,0.8339828526890102,0.0001,10,50,[32],relu,128
191,lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32]_activation_relu_fc1_size_128/,1,0.8333333333333334,0.0001,10,50,[32],relu,128
192,lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32]_activation_relu_fc1_size_128/,2,0.8326817826426895,0.0001,10,50,[32],relu,128
193,lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32]_activation_relu_fc1_size_128/,3,0.8326817826426895,0.0001,10,50,[32],relu,128
194,lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32]_activation_relu_fc1_size_128/,4,0.8339828526890102,0.0001,10,50,[32],relu,128
195,lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32]_activation_leaky_relu_fc1_size_32/,0,0.8339828526890102,0.0001,10,50,[32],leaky_relu,32
196,lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32]_activation_leaky_relu_fc1_size_32/,1,0.8326817826426895,0.0001,10,50,[32],leaky_relu,32
197,lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32]_activation_leaky_relu_fc1_size_32/,2,0.8326817826426895,0.0001,10,50,[32],leaky_relu,32
198,lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32]_activation_leaky_relu_fc1_size_32/,3,0.8326817826426895,0.0001,10,50,[32],leaky_relu,32
199,lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32]_activation_leaky_relu_fc1_size_32/,4,0.847953216374269,0.0001,10,50,[32],leaky_relu,32
200,lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32]_activation_leaky_relu_fc1_size_64/,0,0.8339828526890102,0.0001,10,50,[32],leaky_relu,64
201,lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32]_activation_leaky_relu_fc1_size_64/,1,0.8326817826426895,0.0001,10,50,[32],leaky_relu,64
202,lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32]_activation_leaky_relu_fc1_size_64/,2,0.8326817826426895,0.0001,10,50,[32],leaky_relu,64
203,lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32]_activation_leaky_relu_fc1_size_64/,3,0.8326817826426895,0.0001,10,50,[32],leaky_relu,64
204,lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32]_activation_leaky_relu_fc1_size_64/,4,0.8339828526890102,0.0001,10,50,[32],leaky_relu,64
205,lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32]_activation_leaky_relu_fc1_size_128/,0,0.8339828526890102,0.0001,10,50,[32],leaky_relu,128
206,lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32]_activation_leaky_relu_fc1_size_128/,1,0.8326817826426895,0.0001,10,50,[32],leaky_relu,128
207,lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32]_activation_leaky_relu_fc1_size_128/,2,0.8359746434231379,0.0001,10,50,[32],leaky_relu,128
208,lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32]_activation_leaky_relu_fc1_size_128/,3,0.8326817826426895,0.0001,10,50,[32],leaky_relu,128
209,lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32]_activation_leaky_relu_fc1_size_128/,4,0.8339828526890102,0.0001,10,50,[32],leaky_relu,128
210,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_relu_fc1_size_32/",0,0.8339828526890102,0.0001,10,50,"[32, 64]",relu,32
211,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_relu_fc1_size_32/",1,0.8326817826426895,0.0001,10,50,"[32, 64]",relu,32
212,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_relu_fc1_size_32/",2,0.8326817826426895,0.0001,10,50,"[32, 64]",relu,32
213,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_relu_fc1_size_32/",3,0.8326817826426895,0.0001,10,50,"[32, 64]",relu,32
214,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_relu_fc1_size_32/",4,0.8339828526890102,0.0001,10,50,"[32, 64]",relu,32
215,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_relu_fc1_size_64/",0,0.8339828526890102,0.0001,10,50,"[32, 64]",relu,64
216,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_relu_fc1_size_64/",1,0.8326817826426895,0.0001,10,50,"[32, 64]",relu,64
217,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_relu_fc1_size_64/",2,0.8326817826426895,0.0001,10,50,"[32, 64]",relu,64
218,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_relu_fc1_size_64/",3,0.8339859044635866,0.0001,10,50,"[32, 64]",relu,64
219,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_relu_fc1_size_64/",4,0.8339828526890102,0.0001,10,50,"[32, 64]",relu,64
220,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_relu_fc1_size_128/",0,0.8339828526890102,0.0001,10,50,"[32, 64]",relu,128
221,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_relu_fc1_size_128/",1,0.8326817826426895,0.0001,10,50,"[32, 64]",relu,128
222,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_relu_fc1_size_128/",2,0.8326817826426895,0.0001,10,50,"[32, 64]",relu,128
223,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_relu_fc1_size_128/",3,0.8326817826426895,0.0001,10,50,"[32, 64]",relu,128
224,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_relu_fc1_size_128/",4,0.843520782396088,0.0001,10,50,"[32, 64]",relu,128
225,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_leaky_relu_fc1_size_32/",0,0.8339828526890102,0.0001,10,50,"[32, 64]",leaky_relu,32
226,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_leaky_relu_fc1_size_32/",1,0.8326817826426895,0.0001,10,50,"[32, 64]",leaky_relu,32
227,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_leaky_relu_fc1_size_32/",2,0.8326817826426895,0.0001,10,50,"[32, 64]",leaky_relu,32
228,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_leaky_relu_fc1_size_32/",3,0.8460304731355253,0.0001,10,50,"[32, 64]",leaky_relu,32
229,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_leaky_relu_fc1_size_32/",4,0.8339828526890102,0.0001,10,50,"[32, 64]",leaky_relu,32
230,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_leaky_relu_fc1_size_64/",0,0.8339828526890102,0.0001,10,50,"[32, 64]",leaky_relu,64
231,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_leaky_relu_fc1_size_64/",1,0.8326817826426895,0.0001,10,50,"[32, 64]",leaky_relu,64
232,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_leaky_relu_fc1_size_64/",2,0.8326817826426895,0.0001,10,50,"[32, 64]",leaky_relu,64
233,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_leaky_relu_fc1_size_64/",3,0.8326817826426895,0.0001,10,50,"[32, 64]",leaky_relu,64
234,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_leaky_relu_fc1_size_64/",4,0.8339828526890102,0.0001,10,50,"[32, 64]",leaky_relu,64
235,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_leaky_relu_fc1_size_128/",0,0.8339828526890102,0.0001,10,50,"[32, 64]",leaky_relu,128
236,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_leaky_relu_fc1_size_128/",1,0.8339859044635866,0.0001,10,50,"[32, 64]",leaky_relu,128
237,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_leaky_relu_fc1_size_128/",2,0.8326817826426895,0.0001,10,50,"[32, 64]",leaky_relu,128
238,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_leaky_relu_fc1_size_128/",3,0.8326817826426895,0.0001,10,50,"[32, 64]",leaky_relu,128
239,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_leaky_relu_fc1_size_128/",4,0.8339828526890102,0.0001,10,50,"[32, 64]",leaky_relu,128
240,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_relu_fc1_size_32/",0,0.8339828526890102,0.0001,10,50,"[32, 64, 128]",relu,32
241,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_relu_fc1_size_32/",1,0.8326817826426895,0.0001,10,50,"[32, 64, 128]",relu,32
242,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_relu_fc1_size_32/",2,0.8326817826426895,0.0001,10,50,"[32, 64, 128]",relu,32
243,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_relu_fc1_size_32/",3,0.8326817826426895,0.0001,10,50,"[32, 64, 128]",relu,32
244,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_relu_fc1_size_32/",4,0.8339828526890102,0.0001,10,50,"[32, 64, 128]",relu,32
245,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_relu_fc1_size_64/",0,0.8339828526890102,0.0001,10,50,"[32, 64, 128]",relu,64
246,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_relu_fc1_size_64/",1,0.8326817826426895,0.0001,10,50,"[32, 64, 128]",relu,64
247,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_relu_fc1_size_64/",2,0.8326817826426895,0.0001,10,50,"[32, 64, 128]",relu,64
248,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_relu_fc1_size_64/",3,0.8326817826426895,0.0001,10,50,"[32, 64, 128]",relu,64
249,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_relu_fc1_size_64/",4,0.8339828526890102,0.0001,10,50,"[32, 64, 128]",relu,64
250,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",0,0.8339828526890102,0.0001,10,50,"[32, 64, 128]",relu,128
251,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",1,0.8326817826426895,0.0001,10,50,"[32, 64, 128]",relu,128
252,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",2,0.8326817826426895,0.0001,10,50,"[32, 64, 128]",relu,128
253,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",3,0.8326817826426895,0.0001,10,50,"[32, 64, 128]",relu,128
254,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",4,0.8339828526890102,0.0001,10,50,"[32, 64, 128]",relu,128
255,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",0,0.8339828526890102,0.0001,10,50,"[32, 64, 128]",leaky_relu,32
256,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",1,0.8326817826426895,0.0001,10,50,"[32, 64, 128]",leaky_relu,32
257,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",2,0.8326817826426895,0.0001,10,50,"[32, 64, 128]",leaky_relu,32
258,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",3,0.8326817826426895,0.0001,10,50,"[32, 64, 128]",leaky_relu,32
259,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",4,0.8339828526890102,0.0001,10,50,"[32, 64, 128]",leaky_relu,32
260,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",0,0.8339828526890102,0.0001,10,50,"[32, 64, 128]",leaky_relu,64
261,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",1,0.8326817826426895,0.0001,10,50,"[32, 64, 128]",leaky_relu,64
262,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",2,0.8326817826426895,0.0001,10,50,"[32, 64, 128]",leaky_relu,64
263,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",3,0.8326817826426895,0.0001,10,50,"[32, 64, 128]",leaky_relu,64
264,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",4,0.8339828526890102,0.0001,10,50,"[32, 64, 128]",leaky_relu,64
265,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",0,0.8339828526890102,0.0001,10,50,"[32, 64, 128]",leaky_relu,128
266,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",1,0.8326817826426895,0.0001,10,50,"[32, 64, 128]",leaky_relu,128
267,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",2,0.8326817826426895,0.0001,10,50,"[32, 64, 128]",leaky_relu,128
268,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",3,0.8326817826426895,0.0001,10,50,"[32, 64, 128]",leaky_relu,128
269,"lr_0.0001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",4,0.8339828526890102,0.0001,10,50,"[32, 64, 128]",leaky_relu,128
270,lr_0.0001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_32/,0,0.8339828526890102,0.0001,20,5,[32],relu,32
271,lr_0.0001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_32/,1,0.8326817826426895,0.0001,20,5,[32],relu,32
272,lr_0.0001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_32/,2,0.8326817826426895,0.0001,20,5,[32],relu,32
273,lr_0.0001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_32/,3,0.8326817826426895,0.0001,20,5,[32],relu,32
274,lr_0.0001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_32/,4,0.8339828526890102,0.0001,20,5,[32],relu,32
275,lr_0.0001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_64/,0,0.8339828526890102,0.0001,20,5,[32],relu,64
276,lr_0.0001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_64/,1,0.8326817826426895,0.0001,20,5,[32],relu,64
277,lr_0.0001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_64/,2,0.8326817826426895,0.0001,20,5,[32],relu,64
278,lr_0.0001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_64/,3,0.8326817826426895,0.0001,20,5,[32],relu,64
279,lr_0.0001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_64/,4,0.8339828526890102,0.0001,20,5,[32],relu,64
280,lr_0.0001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_128/,0,0.8339828526890102,0.0001,20,5,[32],relu,128
281,lr_0.0001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_128/,1,0.8326817826426895,0.0001,20,5,[32],relu,128
282,lr_0.0001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_128/,2,0.8326817826426895,0.0001,20,5,[32],relu,128
283,lr_0.0001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_128/,3,0.8326817826426895,0.0001,20,5,[32],relu,128
284,lr_0.0001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_128/,4,0.8339828526890102,0.0001,20,5,[32],relu,128
285,lr_0.0001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_leaky_relu_fc1_size_32/,0,0.8339828526890102,0.0001,20,5,[32],leaky_relu,32
286,lr_0.0001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_leaky_relu_fc1_size_32/,1,0.8478260869565217,0.0001,20,5,[32],leaky_relu,32
287,lr_0.0001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_leaky_relu_fc1_size_32/,2,0.8326817826426895,0.0001,20,5,[32],leaky_relu,32
288,lr_0.0001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_leaky_relu_fc1_size_32/,3,0.8728813559322034,0.0001,20,5,[32],leaky_relu,32
289,lr_0.0001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_leaky_relu_fc1_size_32/,4,0.8339828526890102,0.0001,20,5,[32],leaky_relu,32
290,lr_0.0001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_leaky_relu_fc1_size_64/,0,0.8339828526890102,0.0001,20,5,[32],leaky_relu,64
291,lr_0.0001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_leaky_relu_fc1_size_64/,1,0.8619210977701544,0.0001,20,5,[32],leaky_relu,64
292,lr_0.0001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_leaky_relu_fc1_size_64/,2,0.8326817826426895,0.0001,20,5,[32],leaky_relu,64
293,lr_0.0001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_leaky_relu_fc1_size_64/,3,0.8326817826426895,0.0001,20,5,[32],leaky_relu,64
294,lr_0.0001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_leaky_relu_fc1_size_64/,4,0.8339828526890102,0.0001,20,5,[32],leaky_relu,64
