D_loss,G_loss
1.3689327097650785,0.7780836491442439
1.2790626821233266,0.8929464612434159
1.2299663059747041,0.9299707350446217
1.1864073418859225,0.960619693371787
1.1578882576814338,0.9771843365768889
1.1189378268683134,1.013529652090215
1.08062709445384,1.047983406195
1.0350193434686803,1.0794741093222775
0.9968389850943836,1.1167761781322423
0.9441166306609539,1.1567257108973032
0.9080940315972513,1.1993723502799647
0.8803782676582905,1.226847237615443
0.829719044379334,1.2755031372184185
0.8165267341172517,1.3071071621197372
0.7974229019079635,1.3353455725000865
0.7565022288863339,1.3638722149293814
0.7442632406505186,1.4161745505546457
0.6879330304131579,1.4399717886056473
0.6777975238970856,1.4800959398497398
0.6320041613792305,1.5151903006567884
