D_loss,G_loss
1.3680326885251857,0.8060112906925714
1.2839329758686806,0.8993525691886446
1.2282775284639045,0.9330126589803553
1.1905442262763408,0.9620180334617843
1.1526377663683536,0.9936937156008251
1.1121473543679536,1.0219890599820152
1.0580931875243116,1.0618535048926054
1.036307859776625,1.0864231835550338
0.9723399495010945,1.1468386294236823
0.9581826774042044,1.16094673747447
0.9024815399255326,1.2115777606394753
0.8625035917581018,1.2543762424098912
0.8505483732294681,1.283645733078914
0.7993185760369942,1.3356335287663474
0.7597835846801302,1.3645013926634149
0.7381445632052066,1.3978630998241368
0.6976341053621092,1.4422212625617412
0.6748488661068589,1.492212968086129
0.6362937417492938,1.511112705985112
0.6526866830996613,1.5577122115377169
