D_loss,G_loss
0.2938783912755111,2.998791715678047
0.024574350319145358,4.634972193661858
0.011288396055426668,5.2515588648179
0.00710020910071976,5.6729238734525795
0.0048840995330144375,6.036723824108348
0.0035789326887906473,6.310509415233836
0.002792617169154041,6.589175322476556
0.0022403800599824857,6.735829465529498
0.001943405601195991,6.890692486482508
0.0017428814419819152,7.058093113057754
0.0016183254124103662,7.1995433639077575
0.0017414185396559974,7.369967965518727
0.0019654708414557666,7.351159179911894
0.0025882912313510828,7.077118102241965
0.00313260402831742,7.109947443008423
0.0031309812603627935,6.994881882387049
0.002142237316173337,7.611339274574728
0.0014497880834182177,7.840277447420008
0.00192037525737439,7.706288267584408
0.0012976963771507144,8.104258270824657
