,model,split,f2_score,n_estimators,max_samples,contamination,encoding_dim
226,n_estimators_100_max_samples_0.5_contamination_0.2_encoding_dim_64/,1,0.8539505187549881,100,0.5,0.2,64
227,n_estimators_100_max_samples_0.5_contamination_0.2_encoding_dim_64/,2,0.847457627118644,100,0.5,0.2,64
228,n_estimators_100_max_samples_0.5_contamination_0.2_encoding_dim_64/,3,0.8784893267651889,100,0.5,0.2,64
229,n_estimators_100_max_samples_0.5_contamination_0.2_encoding_dim_64/,4,0.8553157474020784,100,0.5,0.2,64
230,n_estimators_100_max_samples_0.5_contamination_0.2_encoding_dim_128/,0,0.8582408198121264,100,0.5,0.2,128
231,n_estimators_100_max_samples_0.5_contamination_0.2_encoding_dim_128/,1,0.8619281045751634,100,0.5,0.2,128
232,n_estimators_100_max_samples_0.5_contamination_0.2_encoding_dim_128/,2,0.8506224066390041,100,0.5,0.2,128
233,n_estimators_100_max_samples_0.5_contamination_0.2_encoding_dim_128/,3,0.8706467661691543,100,0.5,0.2,128
234,n_estimators_100_max_samples_0.5_contamination_0.2_encoding_dim_128/,4,0.8565573770491803,100,0.5,0.2,128
235,n_estimators_100_max_samples_0.5_contamination_0.2_encoding_dim_256/,0,0.8533653846153846,100,0.5,0.2,256
236,n_estimators_100_max_samples_0.5_contamination_0.2_encoding_dim_256/,1,0.8451290591174022,100,0.5,0.2,256
237,n_estimators_100_max_samples_0.5_contamination_0.2_encoding_dim_256/,2,0.8333333333333334,100,0.5,0.2,256
238,n_estimators_100_max_samples_0.5_contamination_0.2_encoding_dim_256/,3,0.8528698464025869,100,0.5,0.2,256
239,n_estimators_100_max_samples_0.5_contamination_0.2_encoding_dim_256/,4,0.851063829787234,100,0.5,0.2,256
240,n_estimators_100_max_samples_0.7_contamination_0.01_encoding_dim_64/,0,0.8333333333333334,100,0.7,0.01,64
241,n_estimators_100_max_samples_0.7_contamination_0.01_encoding_dim_64/,1,0.8704793944491169,100,0.7,0.01,64
242,n_estimators_100_max_samples_0.7_contamination_0.01_encoding_dim_64/,2,0.8649959579628133,100,0.7,0.01,64
243,n_estimators_100_max_samples_0.7_contamination_0.01_encoding_dim_64/,3,0.8333333333333334,100,0.7,0.01,64
244,n_estimators_100_max_samples_0.7_contamination_0.01_encoding_dim_64/,4,0.8594377510040161,100,0.7,0.01,64
245,n_estimators_100_max_samples_0.7_contamination_0.01_encoding_dim_128/,0,0.8736669401148482,100,0.7,0.01,128
246,n_estimators_100_max_samples_0.7_contamination_0.01_encoding_dim_128/,1,0.8333333333333334,100,0.7,0.01,128
247,n_estimators_100_max_samples_0.7_contamination_0.01_encoding_dim_128/,2,0.8609271523178808,100,0.7,0.01,128
248,n_estimators_100_max_samples_0.7_contamination_0.01_encoding_dim_128/,3,0.8333333333333334,100,0.7,0.01,128
249,n_estimators_100_max_samples_0.7_contamination_0.01_encoding_dim_128/,4,0.8566581849024597,100,0.7,0.01,128
250,n_estimators_100_max_samples_0.7_contamination_0.01_encoding_dim_256/,0,0.8333333333333334,100,0.7,0.01,256
251,n_estimators_100_max_samples_0.7_contamination_0.01_encoding_dim_256/,1,0.8609539207760711,100,0.7,0.01,256
252,n_estimators_100_max_samples_0.7_contamination_0.01_encoding_dim_256/,2,0.8333333333333334,100,0.7,0.01,256
253,n_estimators_100_max_samples_0.7_contamination_0.01_encoding_dim_256/,3,0.8511513157894737,100,0.7,0.01,256
254,n_estimators_100_max_samples_0.7_contamination_0.01_encoding_dim_256/,4,0.8484349258649094,100,0.7,0.01,256
255,n_estimators_100_max_samples_0.7_contamination_0.05_encoding_dim_64/,0,0.8333333333333334,100,0.7,0.05,64
256,n_estimators_100_max_samples_0.7_contamination_0.05_encoding_dim_64/,1,0.8333333333333334,100,0.7,0.05,64
257,n_estimators_100_max_samples_0.7_contamination_0.05_encoding_dim_64/,2,0.8333333333333334,100,0.7,0.05,64
258,n_estimators_100_max_samples_0.7_contamination_0.05_encoding_dim_64/,3,0.8946488294314381,100,0.7,0.05,64
259,n_estimators_100_max_samples_0.7_contamination_0.05_encoding_dim_64/,4,0.8333333333333334,100,0.7,0.05,64
260,n_estimators_100_max_samples_0.7_contamination_0.05_encoding_dim_128/,0,0.8597091531223268,100,0.7,0.05,128
261,n_estimators_100_max_samples_0.7_contamination_0.05_encoding_dim_128/,1,0.8333333333333334,100,0.7,0.05,128
262,n_estimators_100_max_samples_0.7_contamination_0.05_encoding_dim_128/,2,0.8566853482786229,100,0.7,0.05,128
263,n_estimators_100_max_samples_0.7_contamination_0.05_encoding_dim_128/,3,0.8617886178861789,100,0.7,0.05,128
264,n_estimators_100_max_samples_0.7_contamination_0.05_encoding_dim_128/,4,0.8585445625511039,100,0.7,0.05,128
265,n_estimators_100_max_samples_0.7_contamination_0.05_encoding_dim_256/,0,0.8511513157894737,100,0.7,0.05,256
266,n_estimators_100_max_samples_0.7_contamination_0.05_encoding_dim_256/,1,0.8232758620689655,100,0.7,0.05,256
267,n_estimators_100_max_samples_0.7_contamination_0.05_encoding_dim_256/,2,0.8522727272727273,100,0.7,0.05,256
268,n_estimators_100_max_samples_0.7_contamination_0.05_encoding_dim_256/,3,0.8466722830665543,100,0.7,0.05,256
269,n_estimators_100_max_samples_0.7_contamination_0.05_encoding_dim_256/,4,0.8524590163934426,100,0.7,0.05,256
270,n_estimators_100_max_samples_0.7_contamination_0.1_encoding_dim_64/,0,0.8777686628383922,100,0.7,0.1,64
271,n_estimators_100_max_samples_0.7_contamination_0.1_encoding_dim_64/,1,0.8333333333333334,100,0.7,0.1,64
272,n_estimators_100_max_samples_0.7_contamination_0.1_encoding_dim_64/,2,0.8333333333333334,100,0.7,0.1,64
273,n_estimators_100_max_samples_0.7_contamination_0.1_encoding_dim_64/,3,0.8734693877551021,100,0.7,0.1,64
274,n_estimators_100_max_samples_0.7_contamination_0.1_encoding_dim_64/,4,0.8494533221194281,100,0.7,0.1,64
275,n_estimators_100_max_samples_0.7_contamination_0.1_encoding_dim_128/,0,0.8420593368237347,100,0.7,0.1,128
276,n_estimators_100_max_samples_0.7_contamination_0.1_encoding_dim_128/,1,0.856,100,0.7,0.1,128
277,n_estimators_100_max_samples_0.7_contamination_0.1_encoding_dim_128/,2,0.8609271523178808,100,0.7,0.1,128
278,n_estimators_100_max_samples_0.7_contamination_0.1_encoding_dim_128/,3,0.8708333333333333,100,0.7,0.1,128
279,n_estimators_100_max_samples_0.7_contamination_0.1_encoding_dim_128/,4,0.8571428571428571,100,0.7,0.1,128
280,n_estimators_100_max_samples_0.7_contamination_0.1_encoding_dim_256/,0,0.848605577689243,100,0.7,0.1,256
281,n_estimators_100_max_samples_0.7_contamination_0.1_encoding_dim_256/,1,0.8658536585365854,100,0.7,0.1,256
282,n_estimators_100_max_samples_0.7_contamination_0.1_encoding_dim_256/,2,0.8346333853354134,100,0.7,0.1,256
283,n_estimators_100_max_samples_0.7_contamination_0.1_encoding_dim_256/,3,0.8312020460358056,100,0.7,0.1,256
284,n_estimators_100_max_samples_0.7_contamination_0.1_encoding_dim_256/,4,0.8425632911392406,100,0.7,0.1,256
285,n_estimators_100_max_samples_0.7_contamination_0.2_encoding_dim_64/,0,0.8857615894039735,100,0.7,0.2,64
286,n_estimators_100_max_samples_0.7_contamination_0.2_encoding_dim_64/,1,0.8787128712871287,100,0.7,0.2,64
287,n_estimators_100_max_samples_0.7_contamination_0.2_encoding_dim_64/,2,0.8573717948717948,100,0.7,0.2,64
288,n_estimators_100_max_samples_0.7_contamination_0.2_encoding_dim_64/,3,0.8777686628383922,100,0.7,0.2,64
289,n_estimators_100_max_samples_0.7_contamination_0.2_encoding_dim_64/,4,0.8561928512053201,100,0.7,0.2,64
290,n_estimators_100_max_samples_0.7_contamination_0.2_encoding_dim_128/,0,0.8391304347826087,100,0.7,0.2,128
291,n_estimators_100_max_samples_0.7_contamination_0.2_encoding_dim_128/,1,0.8699254349627175,100,0.7,0.2,128
292,n_estimators_100_max_samples_0.7_contamination_0.2_encoding_dim_128/,2,0.8555926544240401,100,0.7,0.2,128
293,n_estimators_100_max_samples_0.7_contamination_0.2_encoding_dim_128/,3,0.8686616791354946,100,0.7,0.2,128
294,n_estimators_100_max_samples_0.7_contamination_0.2_encoding_dim_128/,4,0.8639398998330551,100,0.7,0.2,128
295,n_estimators_100_max_samples_0.7_contamination_0.2_encoding_dim_256/,0,0.8465818759936407,100,0.7,0.2,256
296,n_estimators_100_max_samples_0.7_contamination_0.2_encoding_dim_256/,1,0.8665581773799838,100,0.7,0.2,256
297,n_estimators_100_max_samples_0.7_contamination_0.2_encoding_dim_256/,2,0.8412322274881516,100,0.7,0.2,256
298,n_estimators_100_max_samples_0.7_contamination_0.2_encoding_dim_256/,3,0.8466051969823973,100,0.7,0.2,256
299,n_estimators_100_max_samples_0.7_contamination_0.2_encoding_dim_256/,4,0.8469055374592834,100,0.7,0.2,256
300,n_estimators_100_max_samples_1.0_contamination_0.01_encoding_dim_64/,0,0.8333333333333334,100,1.0,0.01,64
301,n_estimators_100_max_samples_1.0_contamination_0.01_encoding_dim_64/,1,0.8333333333333334,100,1.0,0.01,64
302,n_estimators_100_max_samples_1.0_contamination_0.01_encoding_dim_64/,2,0.8333333333333334,100,1.0,0.01,64
303,n_estimators_100_max_samples_1.0_contamination_0.01_encoding_dim_64/,3,0.8901830282861897,100,1.0,0.01,64
304,n_estimators_100_max_samples_1.0_contamination_0.01_encoding_dim_64/,4,0.8603491271820449,100,1.0,0.01,64
305,n_estimators_100_max_samples_1.0_contamination_0.01_encoding_dim_128/,0,0.8561093247588425,100,1.0,0.01,128
306,n_estimators_100_max_samples_1.0_contamination_0.01_encoding_dim_128/,1,0.8638956805215974,100,1.0,0.01,128
307,n_estimators_100_max_samples_1.0_contamination_0.01_encoding_dim_128/,2,0.8333333333333334,100,1.0,0.01,128
308,n_estimators_100_max_samples_1.0_contamination_0.01_encoding_dim_128/,3,0.8333333333333334,100,1.0,0.01,128
309,n_estimators_100_max_samples_1.0_contamination_0.01_encoding_dim_128/,4,0.8657829328914665,100,1.0,0.01,128
310,n_estimators_100_max_samples_1.0_contamination_0.01_encoding_dim_256/,0,0.8518518518518519,100,1.0,0.01,256
311,n_estimators_100_max_samples_1.0_contamination_0.01_encoding_dim_256/,1,0.8519437551695617,100,1.0,0.01,256
312,n_estimators_100_max_samples_1.0_contamination_0.01_encoding_dim_256/,2,0.8333333333333334,100,1.0,0.01,256
313,n_estimators_100_max_samples_1.0_contamination_0.01_encoding_dim_256/,3,0.8333333333333334,100,1.0,0.01,256
314,n_estimators_100_max_samples_1.0_contamination_0.01_encoding_dim_256/,4,0.8333333333333334,100,1.0,0.01,256
315,n_estimators_100_max_samples_1.0_contamination_0.05_encoding_dim_64/,0,0.8333333333333334,100,1.0,0.05,64
316,n_estimators_100_max_samples_1.0_contamination_0.05_encoding_dim_64/,1,0.8333333333333334,100,1.0,0.05,64
317,n_estimators_100_max_samples_1.0_contamination_0.05_encoding_dim_64/,2,0.8333333333333334,100,1.0,0.05,64
318,n_estimators_100_max_samples_1.0_contamination_0.05_encoding_dim_64/,3,0.8333333333333334,100,1.0,0.05,64
319,n_estimators_100_max_samples_1.0_contamination_0.05_encoding_dim_64/,4,0.8649093904448105,100,1.0,0.05,64
320,n_estimators_100_max_samples_1.0_contamination_0.05_encoding_dim_128/,0,0.8532695374800638,100,1.0,0.05,128
321,n_estimators_100_max_samples_1.0_contamination_0.05_encoding_dim_128/,1,0.8589211618257261,100,1.0,0.05,128
322,n_estimators_100_max_samples_1.0_contamination_0.05_encoding_dim_128/,2,0.8333333333333334,100,1.0,0.05,128
323,n_estimators_100_max_samples_1.0_contamination_0.05_encoding_dim_128/,3,0.8554319931565441,100,1.0,0.05,128
324,n_estimators_100_max_samples_1.0_contamination_0.05_encoding_dim_128/,4,0.8657829328914665,100,1.0,0.05,128
325,n_estimators_100_max_samples_1.0_contamination_0.05_encoding_dim_256/,0,0.8333333333333334,100,1.0,0.05,256
326,n_estimators_100_max_samples_1.0_contamination_0.05_encoding_dim_256/,1,0.8519437551695617,100,1.0,0.05,256
327,n_estimators_100_max_samples_1.0_contamination_0.05_encoding_dim_256/,2,0.8414634146341463,100,1.0,0.05,256
328,n_estimators_100_max_samples_1.0_contamination_0.05_encoding_dim_256/,3,0.8333333333333334,100,1.0,0.05,256
329,n_estimators_100_max_samples_1.0_contamination_0.05_encoding_dim_256/,4,0.8498808578236696,100,1.0,0.05,256
330,n_estimators_100_max_samples_1.0_contamination_0.1_encoding_dim_64/,0,0.8333333333333334,100,1.0,0.1,64
331,n_estimators_100_max_samples_1.0_contamination_0.1_encoding_dim_64/,1,0.8333333333333334,100,1.0,0.1,64
332,n_estimators_100_max_samples_1.0_contamination_0.1_encoding_dim_64/,2,0.8333333333333334,100,1.0,0.1,64
333,n_estimators_100_max_samples_1.0_contamination_0.1_encoding_dim_64/,3,0.8333333333333334,100,1.0,0.1,64
334,n_estimators_100_max_samples_1.0_contamination_0.1_encoding_dim_64/,4,0.8654634946677605,100,1.0,0.1,64
335,n_estimators_100_max_samples_1.0_contamination_0.1_encoding_dim_128/,0,0.8612244897959184,100,1.0,0.1,128
336,n_estimators_100_max_samples_1.0_contamination_0.1_encoding_dim_128/,1,0.840630472854641,100,1.0,0.1,128
337,n_estimators_100_max_samples_1.0_contamination_0.1_encoding_dim_128/,2,0.8333333333333334,100,1.0,0.1,128
338,n_estimators_100_max_samples_1.0_contamination_0.1_encoding_dim_128/,3,0.8700980392156863,100,1.0,0.1,128
339,n_estimators_100_max_samples_1.0_contamination_0.1_encoding_dim_128/,4,0.8652246256239601,100,1.0,0.1,128
340,n_estimators_100_max_samples_1.0_contamination_0.1_encoding_dim_256/,0,0.8333333333333334,100,1.0,0.1,256
341,n_estimators_100_max_samples_1.0_contamination_0.1_encoding_dim_256/,1,0.8545603944124898,100,1.0,0.1,256
342,n_estimators_100_max_samples_1.0_contamination_0.1_encoding_dim_256/,2,0.8499600957701516,100,1.0,0.1,256
343,n_estimators_100_max_samples_1.0_contamination_0.1_encoding_dim_256/,3,0.8333333333333334,100,1.0,0.1,256
344,n_estimators_100_max_samples_1.0_contamination_0.1_encoding_dim_256/,4,0.8333333333333334,100,1.0,0.1,256
345,n_estimators_100_max_samples_1.0_contamination_0.2_encoding_dim_64/,0,0.8792111750205424,100,1.0,0.2,64
346,n_estimators_100_max_samples_1.0_contamination_0.2_encoding_dim_64/,1,0.8333333333333334,100,1.0,0.2,64
347,n_estimators_100_max_samples_1.0_contamination_0.2_encoding_dim_64/,2,0.8702791461412152,100,1.0,0.2,64
348,n_estimators_100_max_samples_1.0_contamination_0.2_encoding_dim_64/,3,0.8850289495450786,100,1.0,0.2,64
349,n_estimators_100_max_samples_1.0_contamination_0.2_encoding_dim_64/,4,0.8629232039636664,100,1.0,0.2,64
350,n_estimators_100_max_samples_1.0_contamination_0.2_encoding_dim_128/,0,0.873015873015873,100,1.0,0.2,128
351,n_estimators_100_max_samples_1.0_contamination_0.2_encoding_dim_128/,1,0.8625106746370623,100,1.0,0.2,128
352,n_estimators_100_max_samples_1.0_contamination_0.2_encoding_dim_128/,2,0.8715220949263502,100,1.0,0.2,128
353,n_estimators_100_max_samples_1.0_contamination_0.2_encoding_dim_128/,3,0.8710217755443886,100,1.0,0.2,128
354,n_estimators_100_max_samples_1.0_contamination_0.2_encoding_dim_128/,4,0.8657829328914665,100,1.0,0.2,128
355,n_estimators_100_max_samples_1.0_contamination_0.2_encoding_dim_256/,0,0.8405341712490181,100,1.0,0.2,256
356,n_estimators_100_max_samples_1.0_contamination_0.2_encoding_dim_256/,1,0.8519437551695617,100,1.0,0.2,256
357,n_estimators_100_max_samples_1.0_contamination_0.2_encoding_dim_256/,2,0.848605577689243,100,1.0,0.2,256
358,n_estimators_100_max_samples_1.0_contamination_0.2_encoding_dim_256/,3,0.8465189873417721,100,1.0,0.2,256
359,n_estimators_100_max_samples_1.0_contamination_0.2_encoding_dim_256/,4,0.8333333333333334,100,1.0,0.2,256
360,n_estimators_200_max_samples_0.5_contamination_0.01_encoding_dim_64/,0,0.8333333333333334,200,0.5,0.01,64
361,n_estimators_200_max_samples_0.5_contamination_0.01_encoding_dim_64/,1,0.8808933002481389,200,0.5,0.01,64
362,n_estimators_200_max_samples_0.5_contamination_0.01_encoding_dim_64/,2,0.8580593424218124,200,0.5,0.01,64
363,n_estimators_200_max_samples_0.5_contamination_0.01_encoding_dim_64/,3,0.890924229808493,200,0.5,0.01,64
364,n_estimators_200_max_samples_0.5_contamination_0.01_encoding_dim_64/,4,0.8333333333333334,200,0.5,0.01,64
365,n_estimators_200_max_samples_0.5_contamination_0.01_encoding_dim_128/,0,0.8683127572016461,200,0.5,0.01,128
366,n_estimators_200_max_samples_0.5_contamination_0.01_encoding_dim_128/,1,0.8512330946698489,200,0.5,0.01,128
367,n_estimators_200_max_samples_0.5_contamination_0.01_encoding_dim_128/,2,0.864297253634895,200,0.5,0.01,128
368,n_estimators_200_max_samples_0.5_contamination_0.01_encoding_dim_128/,3,0.8675986842105263,200,0.5,0.01,128
369,n_estimators_200_max_samples_0.5_contamination_0.01_encoding_dim_128/,4,0.8158813263525305,200,0.5,0.01,128
370,n_estimators_200_max_samples_0.5_contamination_0.01_encoding_dim_256/,0,0.8506389776357828,200,0.5,0.01,256
371,n_estimators_200_max_samples_0.5_contamination_0.01_encoding_dim_256/,1,0.8429276315789473,200,0.5,0.01,256
372,n_estimators_200_max_samples_0.5_contamination_0.01_encoding_dim_256/,2,0.8418568056648308,200,0.5,0.01,256
373,n_estimators_200_max_samples_0.5_contamination_0.01_encoding_dim_256/,3,0.8459094519459889,200,0.5,0.01,256
374,n_estimators_200_max_samples_0.5_contamination_0.01_encoding_dim_256/,4,0.845771144278607,200,0.5,0.01,256
375,n_estimators_200_max_samples_0.5_contamination_0.05_encoding_dim_64/,0,0.8333333333333334,200,0.5,0.05,64
376,n_estimators_200_max_samples_0.5_contamination_0.05_encoding_dim_64/,1,0.8333333333333334,200,0.5,0.05,64
377,n_estimators_200_max_samples_0.5_contamination_0.05_encoding_dim_64/,2,0.8333333333333334,200,0.5,0.05,64
378,n_estimators_200_max_samples_0.5_contamination_0.05_encoding_dim_64/,3,0.8916666666666667,200,0.5,0.05,64
379,n_estimators_200_max_samples_0.5_contamination_0.05_encoding_dim_64/,4,0.8333333333333334,200,0.5,0.05,64
380,n_estimators_200_max_samples_0.5_contamination_0.05_encoding_dim_128/,0,0.860128617363344,200,0.5,0.05,128
381,n_estimators_200_max_samples_0.5_contamination_0.05_encoding_dim_128/,1,0.8539505187549881,200,0.5,0.05,128
382,n_estimators_200_max_samples_0.5_contamination_0.05_encoding_dim_128/,2,0.852589641434263,200,0.5,0.05,128
383,n_estimators_200_max_samples_0.5_contamination_0.05_encoding_dim_128/,3,0.8620689655172413,200,0.5,0.05,128
384,n_estimators_200_max_samples_0.5_contamination_0.05_encoding_dim_128/,4,0.8507963118189439,200,0.5,0.05,128
385,n_estimators_200_max_samples_0.5_contamination_0.05_encoding_dim_256/,0,0.8528698464025869,200,0.5,0.05,256
386,n_estimators_200_max_samples_0.5_contamination_0.05_encoding_dim_256/,1,0.8459595959595959,200,0.5,0.05,256
387,n_estimators_200_max_samples_0.5_contamination_0.05_encoding_dim_256/,2,0.8460304731355253,200,0.5,0.05,256
388,n_estimators_200_max_samples_0.5_contamination_0.05_encoding_dim_256/,3,0.8572635135135135,200,0.5,0.05,256
389,n_estimators_200_max_samples_0.5_contamination_0.05_encoding_dim_256/,4,0.8612244897959184,200,0.5,0.05,256
390,n_estimators_200_max_samples_0.5_contamination_0.1_encoding_dim_64/,0,0.8225667527993109,200,0.5,0.1,64
391,n_estimators_200_max_samples_0.5_contamination_0.1_encoding_dim_64/,1,0.86709886547812,200,0.5,0.1,64
392,n_estimators_200_max_samples_0.5_contamination_0.1_encoding_dim_64/,2,0.8727569331158238,200,0.5,0.1,64
393,n_estimators_200_max_samples_0.5_contamination_0.1_encoding_dim_64/,3,0.8897243107769424,200,0.5,0.1,64
394,n_estimators_200_max_samples_0.5_contamination_0.1_encoding_dim_64/,4,0.8594377510040161,200,0.5,0.1,64
395,n_estimators_200_max_samples_0.5_contamination_0.1_encoding_dim_128/,0,0.8726220016542597,200,0.5,0.1,128
396,n_estimators_200_max_samples_0.5_contamination_0.1_encoding_dim_128/,1,0.8661087866108786,200,0.5,0.1,128
397,n_estimators_200_max_samples_0.5_contamination_0.1_encoding_dim_128/,2,0.8471892319873318,200,0.5,0.1,128
398,n_estimators_200_max_samples_0.5_contamination_0.1_encoding_dim_128/,3,0.860484544695071,200,0.5,0.1,128
399,n_estimators_200_max_samples_0.5_contamination_0.1_encoding_dim_128/,4,0.8507963118189439,200,0.5,0.1,128
400,n_estimators_200_max_samples_0.5_contamination_0.1_encoding_dim_256/,0,0.848605577689243,200,0.5,0.1,256
401,n_estimators_200_max_samples_0.5_contamination_0.1_encoding_dim_256/,1,0.8415841584158416,200,0.5,0.1,256
402,n_estimators_200_max_samples_0.5_contamination_0.1_encoding_dim_256/,2,0.8454692556634305,200,0.5,0.1,256
403,n_estimators_200_max_samples_0.5_contamination_0.1_encoding_dim_256/,3,0.8549874266554903,200,0.5,0.1,256
404,n_estimators_200_max_samples_0.5_contamination_0.1_encoding_dim_256/,4,0.8619281045751634,200,0.5,0.1,256
405,n_estimators_200_max_samples_0.5_contamination_0.2_encoding_dim_64/,0,0.86709886547812,200,0.5,0.2,64
406,n_estimators_200_max_samples_0.5_contamination_0.2_encoding_dim_64/,1,0.874897792313982,200,0.5,0.2,64
407,n_estimators_200_max_samples_0.5_contamination_0.2_encoding_dim_64/,2,0.8640939597315436,200,0.5,0.2,64
408,n_estimators_200_max_samples_0.5_contamination_0.2_encoding_dim_64/,3,0.8813559322033898,200,0.5,0.2,64
409,n_estimators_200_max_samples_0.5_contamination_0.2_encoding_dim_64/,4,0.8715220949263502,200,0.5,0.2,64
410,n_estimators_200_max_samples_0.5_contamination_0.2_encoding_dim_128/,0,0.8791666666666667,200,0.5,0.2,128
411,n_estimators_200_max_samples_0.5_contamination_0.2_encoding_dim_128/,1,0.8661087866108786,200,0.5,0.2,128
412,n_estimators_200_max_samples_0.5_contamination_0.2_encoding_dim_128/,2,0.8552631578947368,200,0.5,0.2,128
413,n_estimators_200_max_samples_0.5_contamination_0.2_encoding_dim_128/,3,0.8675986842105263,200,0.5,0.2,128
414,n_estimators_200_max_samples_0.5_contamination_0.2_encoding_dim_128/,4,0.8603491271820449,200,0.5,0.2,128
415,n_estimators_200_max_samples_0.5_contamination_0.2_encoding_dim_256/,0,0.8528698464025869,200,0.5,0.2,256
416,n_estimators_200_max_samples_0.5_contamination_0.2_encoding_dim_256/,1,0.8509771986970684,200,0.5,0.2,256
417,n_estimators_200_max_samples_0.5_contamination_0.2_encoding_dim_256/,2,0.8333333333333334,200,0.5,0.2,256
418,n_estimators_200_max_samples_0.5_contamination_0.2_encoding_dim_256/,3,0.8508064516129032,200,0.5,0.2,256
419,n_estimators_200_max_samples_0.5_contamination_0.2_encoding_dim_256/,4,0.8570268074735987,200,0.5,0.2,256
420,n_estimators_200_max_samples_0.7_contamination_0.01_encoding_dim_64/,0,0.8333333333333334,200,0.7,0.01,64
421,n_estimators_200_max_samples_0.7_contamination_0.01_encoding_dim_64/,1,0.8553157474020784,200,0.7,0.01,64
422,n_estimators_200_max_samples_0.7_contamination_0.01_encoding_dim_64/,2,0.8663967611336032,200,0.7,0.01,64
423,n_estimators_200_max_samples_0.7_contamination_0.01_encoding_dim_64/,3,0.8949579831932774,200,0.7,0.01,64
424,n_estimators_200_max_samples_0.7_contamination_0.01_encoding_dim_64/,4,0.8726220016542597,200,0.7,0.01,64
425,n_estimators_200_max_samples_0.7_contamination_0.01_encoding_dim_128/,0,0.8808933002481389,200,0.7,0.01,128
426,n_estimators_200_max_samples_0.7_contamination_0.01_encoding_dim_128/,1,0.8333333333333334,200,0.7,0.01,128
427,n_estimators_200_max_samples_0.7_contamination_0.01_encoding_dim_128/,2,0.8333333333333334,200,0.7,0.01,128
428,n_estimators_200_max_samples_0.7_contamination_0.01_encoding_dim_128/,3,0.8333333333333334,200,0.7,0.01,128
429,n_estimators_200_max_samples_0.7_contamination_0.01_encoding_dim_128/,4,0.8626465661641541,200,0.7,0.01,128
430,n_estimators_200_max_samples_0.7_contamination_0.01_encoding_dim_256/,0,0.8333333333333334,200,0.7,0.01,256
431,n_estimators_200_max_samples_0.7_contamination_0.01_encoding_dim_256/,1,0.8598207008964955,200,0.7,0.01,256
432,n_estimators_200_max_samples_0.7_contamination_0.01_encoding_dim_256/,2,0.8333333333333334,200,0.7,0.01,256
433,n_estimators_200_max_samples_0.7_contamination_0.01_encoding_dim_256/,3,0.8588709677419355,200,0.7,0.01,256
434,n_estimators_200_max_samples_0.7_contamination_0.01_encoding_dim_256/,4,0.8333333333333334,200,0.7,0.01,256
435,n_estimators_200_max_samples_0.7_contamination_0.05_encoding_dim_64/,0,0.8333333333333334,200,0.7,0.05,64
436,n_estimators_200_max_samples_0.7_contamination_0.05_encoding_dim_64/,1,0.8333333333333334,200,0.7,0.05,64
437,n_estimators_200_max_samples_0.7_contamination_0.05_encoding_dim_64/,2,0.8333333333333334,200,0.7,0.05,64
438,n_estimators_200_max_samples_0.7_contamination_0.05_encoding_dim_64/,3,0.8957106812447435,200,0.7,0.05,64
439,n_estimators_200_max_samples_0.7_contamination_0.05_encoding_dim_64/,4,0.843183609141056,200,0.7,0.05,64
440,n_estimators_200_max_samples_0.7_contamination_0.05_encoding_dim_128/,0,0.8665581773799838,200,0.7,0.05,128
441,n_estimators_200_max_samples_0.7_contamination_0.05_encoding_dim_128/,1,0.8608205953338697,200,0.7,0.05,128
442,n_estimators_200_max_samples_0.7_contamination_0.05_encoding_dim_128/,2,0.854632587859425,200,0.7,0.05,128
443,n_estimators_200_max_samples_0.7_contamination_0.05_encoding_dim_128/,3,0.8456201214223764,200,0.7,0.05,128
444,n_estimators_200_max_samples_0.7_contamination_0.05_encoding_dim_128/,4,0.8585858585858586,200,0.7,0.05,128
445,n_estimators_200_max_samples_0.7_contamination_0.05_encoding_dim_256/,0,0.8333333333333334,200,0.7,0.05,256
446,n_estimators_200_max_samples_0.7_contamination_0.05_encoding_dim_256/,1,0.857487922705314,200,0.7,0.05,256
447,n_estimators_200_max_samples_0.7_contamination_0.05_encoding_dim_256/,2,0.8333333333333334,200,0.7,0.05,256
448,n_estimators_200_max_samples_0.7_contamination_0.05_encoding_dim_256/,3,0.8581788879935536,200,0.7,0.05,256
449,n_estimators_200_max_samples_0.7_contamination_0.05_encoding_dim_256/,4,0.8333333333333334,200,0.7,0.05,256
450,n_estimators_200_max_samples_0.7_contamination_0.1_encoding_dim_64/,0,0.8758223684210527,200,0.7,0.1,64
451,n_estimators_200_max_samples_0.7_contamination_0.1_encoding_dim_64/,1,0.8713355048859935,200,0.7,0.1,64
452,n_estimators_200_max_samples_0.7_contamination_0.1_encoding_dim_64/,2,0.856,200,0.7,0.1,64
453,n_estimators_200_max_samples_0.7_contamination_0.1_encoding_dim_64/,3,0.8934563758389261,200,0.7,0.1,64
454,n_estimators_200_max_samples_0.7_contamination_0.1_encoding_dim_64/,4,0.8715596330275229,200,0.7,0.1,64
455,n_estimators_200_max_samples_0.7_contamination_0.1_encoding_dim_128/,0,0.8801652892561983,200,0.7,0.1,128
456,n_estimators_200_max_samples_0.7_contamination_0.1_encoding_dim_128/,1,0.8615136876006442,200,0.7,0.1,128
457,n_estimators_200_max_samples_0.7_contamination_0.1_encoding_dim_128/,2,0.8333333333333334,200,0.7,0.1,128
458,n_estimators_200_max_samples_0.7_contamination_0.1_encoding_dim_128/,3,0.8711808422791082,200,0.7,0.1,128
