D_loss,G_loss
0.2235500573673669,3.3123727686264934
0.020611504394122782,4.8988947728100944
0.00982669010922751,5.469482463948867
0.005917802480432917,5.885042835684383
0.003932532820138423,6.28771240570966
0.002831814276492771,6.608296282151166
0.0022112277493921712,6.872773058274213
0.0018823821857735952,7.051105891957002
0.0017148675157359855,7.2215751058915085
0.0016118513577727273,7.300508302800796
0.0019457840038846958,7.23872587260078
0.0023881930323755916,7.146188735961914
0.0025294225094566014,7.115088266484878
0.0028653610292274285,6.9141822842990655
0.0024215802550315857,7.086617413689108
0.0025436076205497715,6.902252141167136
0.0023540377185460835,6.979408151963177
0.001572302114629351,7.36762157608481
0.0011705600139548017,7.513895301257863
0.0013257348293657688,7.431855159647324
